id,country_name,year,series_name,value,income_level,region,longitude,latitude,iso2Code
NZL,New Zealand,2013,"School enrollment, secondary (% gross)",115.65,High income,East Asia & Pacific,174.776,-41.2865,NZ
NZL,New Zealand,2013,"School enrollment, tertiary (% gross)",80.39,High income,East Asia & Pacific,174.776,-41.2865,NZ
NIC,Nicaragua,2013,GDP per capita (current US$),1835.44,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2013,Current health expenditure per capita (current US$),140.2,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2013,Current health expenditure (% of GDP),7.64,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2013,"Government expenditure on education, total (% of GDP)",,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2013,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2013,"School enrollment, primary (% gross)",,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2013,"School enrollment, secondary (% gross)",,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NIC,Nicaragua,2013,"School enrollment, tertiary (% gross)",,Lower middle income,Latin America & Caribbean ,-86.2734,12.1475,NI
NER,Niger,2013,GDP per capita (current US$),552.1,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2013,Current health expenditure per capita (current US$),24.61,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2013,Current health expenditure (% of GDP),4.47,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2013,"Government expenditure on education, total (% of GDP)",3.69,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2013,"Literacy rate, adult total (% of people ages 15 and above)",,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2013,"School enrollment, primary (% gross)",68.05,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2013,"School enrollment, secondary (% gross)",15.96,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NER,Niger,2013,"School enrollment, tertiary (% gross)",,Low income,Sub-Saharan Africa ,2.1073,13.514,NE
NGA,Nigeria,2013,GDP per capita (current US$),2872.79,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2013,Current health expenditure per capita (current US$),97.3,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2013,Current health expenditure (% of GDP),3.42,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2013,"Government expenditure on education, total (% of GDP)",0.53,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2013,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2013,"School enrollment, primary (% gross)",87.83,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2013,"School enrollment, secondary (% gross)",52.8,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
NGA,Nigeria,2013,"School enrollment, tertiary (% gross)",,Lower middle income,Sub-Saharan Africa ,7.48906,9.05804,NG
MKD,North Macedonia,2013,GDP per capita (current US$),5626.26,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2013,Current health expenditure per capita (current US$),361.13,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2013,Current health expenditure (% of GDP),6.72,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2013,"Government expenditure on education, total (% of GDP)",,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2013,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2013,"School enrollment, primary (% gross)",96.98,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2013,"School enrollment, secondary (% gross)",83.8,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MKD,North Macedonia,2013,"School enrollment, tertiary (% gross)",38.95,Upper middle income,Europe & Central Asia,21.4361,42.0024,MK
MNP,Northern Mariana Islands,2013,GDP per capita (current US$),14632.85,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2013,Current health expenditure per capita (current US$),,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2013,Current health expenditure (% of GDP),,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2013,"Government expenditure on education, total (% of GDP)",,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2013,"Literacy rate, adult total (% of people ages 15 and above)",,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2013,"School enrollment, primary (% gross)",,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2013,"School enrollment, secondary (% gross)",,High income,East Asia & Pacific,145.765,15.1935,MP
MNP,Northern Mariana Islands,2013,"School enrollment, tertiary (% gross)",,High income,East Asia & Pacific,145.765,15.1935,MP
NOR,Norway,2013,GDP per capita (current US$),103553.84,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2013,Current health expenditure per capita (current US$),9241.27,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2013,Current health expenditure (% of GDP),8.87,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2013,"Government expenditure on education, total (% of GDP)",7.44,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2013,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2013,"School enrollment, primary (% gross)",99.64,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2013,"School enrollment, secondary (% gross)",114.52,High income,Europe & Central Asia,10.7387,59.9138,NO
NOR,Norway,2013,"School enrollment, tertiary (% gross)",75.86,High income,Europe & Central Asia,10.7387,59.9138,NO
OMN,Oman,2013,GDP per capita (current US$),23458.02,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2013,Current health expenditure per capita (current US$),587.71,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2013,Current health expenditure (% of GDP),2.51,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2013,"Government expenditure on education, total (% of GDP)",4.35,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2013,"Literacy rate, adult total (% of people ages 15 and above)",,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2013,"School enrollment, primary (% gross)",105.94,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2013,"School enrollment, secondary (% gross)",109.17,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
OMN,Oman,2013,"School enrollment, tertiary (% gross)",35.15,High income,"Middle East, North Africa, Afghanistan & Pakistan",58.5874,23.6105,OM
PAK,Pakistan,2013,GDP per capita (current US$),1225.43,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2013,Current health expenditure per capita (current US$),28.21,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2013,Current health expenditure (% of GDP),2.42,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2013,"Government expenditure on education, total (% of GDP)",2.24,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2013,"Literacy rate, adult total (% of people ages 15 and above)",55.59,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2013,"School enrollment, primary (% gross)",68.89,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2013,"School enrollment, secondary (% gross)",31.54,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PAK,Pakistan,2013,"School enrollment, tertiary (% gross)",8.72,Lower middle income,"Middle East, North Africa, Afghanistan & Pakistan",72.8,30.5167,PK
PLW,Palau,2013,GDP per capita (current US$),12768.91,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2013,Current health expenditure per capita (current US$),1399.3,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2013,Current health expenditure (% of GDP),10.93,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2013,"Government expenditure on education, total (% of GDP)",,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2013,"Literacy rate, adult total (% of people ages 15 and above)",99.5,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2013,"School enrollment, primary (% gross)",116.4,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2013,"School enrollment, secondary (% gross)",106.16,High income,East Asia & Pacific,134.479,7.34194,PW
PLW,Palau,2013,"School enrollment, tertiary (% gross)",67.32,High income,East Asia & Pacific,134.479,7.34194,PW
PAN,Panama,2013,GDP per capita (current US$),12273.32,High income,Latin America & Caribbean ,-79.5188,8.99427,PA
PAN,Panama,2013,Current health expenditure per capita (current US$),805.79,High income,Latin America & Caribbean ,-79.5188,8.99427,PA
PAN,Panama,2013,Current health expenditure (% of GDP),6.52,High income,Latin America & Caribbean ,-79.5188,8.99427,PA
PAN,Panama,2013,"Government expenditure on education, total (% of GDP)",,High income,Latin America & Caribbean ,-79.5188,8.99427,PA
PAN,Panama,2013,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Latin America & Caribbean ,-79.5188,8.99427,PA
PAN,Panama,2013,"School enrollment, primary (% gross)",102.09,High income,Latin America & Caribbean ,-79.5188,8.99427,PA
PAN,Panama,2013,"School enrollment, secondary (% gross)",76.4,High income,Latin America & Caribbean ,-79.5188,8.99427,PA
PAN,Panama,2013,"School enrollment, tertiary (% gross)",,High income,Latin America & Caribbean ,-79.5188,8.99427,PA
PNG,Papua New Guinea,2013,GDP per capita (current US$),2560.77,Lower middle income,East Asia & Pacific,147.194,-9.47357,PG
PNG,Papua New Guinea,2013,Current health expenditure per capita (current US$),76.75,Lower middle income,East Asia & Pacific,147.194,-9.47357,PG
PNG,Papua New Guinea,2013,Current health expenditure (% of GDP),3.0,Lower middle income,East Asia & Pacific,147.194,-9.47357,PG
PNG,Papua New Guinea,2013,"Government expenditure on education, total (% of GDP)",,Lower middle income,East Asia & Pacific,147.194,-9.47357,PG
PNG,Papua New Guinea,2013,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,East Asia & Pacific,147.194,-9.47357,PG
PNG,Papua New Guinea,2013,"School enrollment, primary (% gross)",,Lower middle income,East Asia & Pacific,147.194,-9.47357,PG
PNG,Papua New Guinea,2013,"School enrollment, secondary (% gross)",,Lower middle income,East Asia & Pacific,147.194,-9.47357,PG
PNG,Papua New Guinea,2013,"School enrollment, tertiary (% gross)",,Lower middle income,East Asia & Pacific,147.194,-9.47357,PG
PRY,Paraguay,2013,GDP per capita (current US$),6435.68,Upper middle income,Latin America & Caribbean ,-57.6362,-25.3005,PY
PRY,Paraguay,2013,Current health expenditure per capita (current US$),391.8,Upper middle income,Latin America & Caribbean ,-57.6362,-25.3005,PY
PRY,Paraguay,2013,Current health expenditure (% of GDP),6.06,Upper middle income,Latin America & Caribbean ,-57.6362,-25.3005,PY
PRY,Paraguay,2013,"Government expenditure on education, total (% of GDP)",2.68,Upper middle income,Latin America & Caribbean ,-57.6362,-25.3005,PY
PRY,Paraguay,2013,"Literacy rate, adult total (% of people ages 15 and above)",95.06,Upper middle income,Latin America & Caribbean ,-57.6362,-25.3005,PY
PRY,Paraguay,2013,"School enrollment, primary (% gross)",,Upper middle income,Latin America & Caribbean ,-57.6362,-25.3005,PY
PRY,Paraguay,2013,"School enrollment, secondary (% gross)",,Upper middle income,Latin America & Caribbean ,-57.6362,-25.3005,PY
PRY,Paraguay,2013,"School enrollment, tertiary (% gross)",,Upper middle income,Latin America & Caribbean ,-57.6362,-25.3005,PY
PER,Peru,2013,GDP per capita (current US$),6746.8,Upper middle income,Latin America & Caribbean ,-77.0465,-12.0931,PE
PER,Peru,2013,Current health expenditure per capita (current US$),320.96,Upper middle income,Latin America & Caribbean ,-77.0465,-12.0931,PE
PER,Peru,2013,Current health expenditure (% of GDP),4.72,Upper middle income,Latin America & Caribbean ,-77.0465,-12.0931,PE
PER,Peru,2013,"Government expenditure on education, total (% of GDP)",3.3,Upper middle income,Latin America & Caribbean ,-77.0465,-12.0931,PE
PER,Peru,2013,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Latin America & Caribbean ,-77.0465,-12.0931,PE
PER,Peru,2013,"School enrollment, primary (% gross)",105.15,Upper middle income,Latin America & Caribbean ,-77.0465,-12.0931,PE
PER,Peru,2013,"School enrollment, secondary (% gross)",101.58,Upper middle income,Latin America & Caribbean ,-77.0465,-12.0931,PE
PER,Peru,2013,"School enrollment, tertiary (% gross)",,Upper middle income,Latin America & Caribbean ,-77.0465,-12.0931,PE
PHL,Philippines,2013,GDP per capita (current US$),2781.28,Lower middle income,East Asia & Pacific,121.035,14.5515,PH
PHL,Philippines,2013,Current health expenditure per capita (current US$),118.87,Lower middle income,East Asia & Pacific,121.035,14.5515,PH
PHL,Philippines,2013,Current health expenditure (% of GDP),4.27,Lower middle income,East Asia & Pacific,121.035,14.5515,PH
PHL,Philippines,2013,"Government expenditure on education, total (% of GDP)",,Lower middle income,East Asia & Pacific,121.035,14.5515,PH
PHL,Philippines,2013,"Literacy rate, adult total (% of people ages 15 and above)",96.4,Lower middle income,East Asia & Pacific,121.035,14.5515,PH
PHL,Philippines,2013,"School enrollment, primary (% gross)",,Lower middle income,East Asia & Pacific,121.035,14.5515,PH
PHL,Philippines,2013,"School enrollment, secondary (% gross)",,Lower middle income,East Asia & Pacific,121.035,14.5515,PH
PHL,Philippines,2013,"School enrollment, tertiary (% gross)",31.87,Lower middle income,East Asia & Pacific,121.035,14.5515,PH
POL,Poland,2013,GDP per capita (current US$),13621.9,High income,Europe & Central Asia,21.02,52.26,PL
POL,Poland,2013,Current health expenditure per capita (current US$),878.09,High income,Europe & Central Asia,21.02,52.26,PL
POL,Poland,2013,Current health expenditure (% of GDP),6.48,High income,Europe & Central Asia,21.02,52.26,PL
POL,Poland,2013,"Government expenditure on education, total (% of GDP)",5.0,High income,Europe & Central Asia,21.02,52.26,PL
POL,Poland,2013,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,21.02,52.26,PL
POL,Poland,2013,"School enrollment, primary (% gross)",100.07,High income,Europe & Central Asia,21.02,52.26,PL
POL,Poland,2013,"School enrollment, secondary (% gross)",111.52,High income,Europe & Central Asia,21.02,52.26,PL
POL,Poland,2013,"School enrollment, tertiary (% gross)",73.32,High income,Europe & Central Asia,21.02,52.26,PL
PRT,Portugal,2013,GDP per capita (current US$),21676.49,High income,Europe & Central Asia,-9.13552,38.7072,PT
PRT,Portugal,2013,Current health expenditure per capita (current US$),2030.63,High income,Europe & Central Asia,-9.13552,38.7072,PT
PRT,Portugal,2013,Current health expenditure (% of GDP),9.4,High income,Europe & Central Asia,-9.13552,38.7072,PT
PRT,Portugal,2013,"Government expenditure on education, total (% of GDP)",5.27,High income,Europe & Central Asia,-9.13552,38.7072,PT
PRT,Portugal,2013,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,-9.13552,38.7072,PT
PRT,Portugal,2013,"School enrollment, primary (% gross)",109.37,High income,Europe & Central Asia,-9.13552,38.7072,PT
PRT,Portugal,2013,"School enrollment, secondary (% gross)",118.93,High income,Europe & Central Asia,-9.13552,38.7072,PT
PRT,Portugal,2013,"School enrollment, tertiary (% gross)",,High income,Europe & Central Asia,-9.13552,38.7072,PT
PRI,Puerto Rico (US),2013,GDP per capita (current US$),28212.05,High income,Latin America & Caribbean ,-66.0,18.23,PR
PRI,Puerto Rico (US),2013,Current health expenditure per capita (current US$),,High income,Latin America & Caribbean ,-66.0,18.23,PR
PRI,Puerto Rico (US),2013,Current health expenditure (% of GDP),,High income,Latin America & Caribbean ,-66.0,18.23,PR
PRI,Puerto Rico (US),2013,"Government expenditure on education, total (% of GDP)",6.48,High income,Latin America & Caribbean ,-66.0,18.23,PR
PRI,Puerto Rico (US),2013,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Latin America & Caribbean ,-66.0,18.23,PR
PRI,Puerto Rico (US),2013,"School enrollment, primary (% gross)",97.88,High income,Latin America & Caribbean ,-66.0,18.23,PR
PRI,Puerto Rico (US),2013,"School enrollment, secondary (% gross)",89.43,High income,Latin America & Caribbean ,-66.0,18.23,PR
PRI,Puerto Rico (US),2013,"School enrollment, tertiary (% gross)",95.37,High income,Latin America & Caribbean ,-66.0,18.23,PR
QAT,Qatar,2013,GDP per capita (current US$),103697.01,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948,QA
QAT,Qatar,2013,Current health expenditure per capita (current US$),2029.87,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948,QA
QAT,Qatar,2013,Current health expenditure (% of GDP),2.08,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948,QA
QAT,Qatar,2013,"Government expenditure on education, total (% of GDP)",4.07,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948,QA
QAT,Qatar,2013,"Literacy rate, adult total (% of people ages 15 and above)",97.48,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948,QA
QAT,Qatar,2013,"School enrollment, primary (% gross)",100.07,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948,QA
QAT,Qatar,2013,"School enrollment, secondary (% gross)",97.37,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948,QA
QAT,Qatar,2013,"School enrollment, tertiary (% gross)",14.87,High income,"Middle East, North Africa, Afghanistan & Pakistan",51.5082,25.2948,QA
ROU,Romania,2013,GDP per capita (current US$),9497.67,High income,Europe & Central Asia,26.0979,44.4479,RO
ROU,Romania,2013,Current health expenditure per capita (current US$),495.24,High income,Europe & Central Asia,26.0979,44.4479,RO
ROU,Romania,2013,Current health expenditure (% of GDP),5.22,High income,Europe & Central Asia,26.0979,44.4479,RO
ROU,Romania,2013,"Government expenditure on education, total (% of GDP)",3.07,High income,Europe & Central Asia,26.0979,44.4479,RO
ROU,Romania,2013,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,26.0979,44.4479,RO
ROU,Romania,2013,"School enrollment, primary (% gross)",,High income,Europe & Central Asia,26.0979,44.4479,RO
ROU,Romania,2013,"School enrollment, secondary (% gross)",95.7,High income,Europe & Central Asia,26.0979,44.4479,RO
ROU,Romania,2013,"School enrollment, tertiary (% gross)",51.38,High income,Europe & Central Asia,26.0979,44.4479,RO
RUS,Russian Federation,2013,GDP per capita (current US$),15941.45,High income,Europe & Central Asia,37.6176,55.7558,RU
RUS,Russian Federation,2013,Current health expenditure per capita (current US$),805.52,High income,Europe & Central Asia,37.6176,55.7558,RU
RUS,Russian Federation,2013,Current health expenditure (% of GDP),5.08,High income,Europe & Central Asia,37.6176,55.7558,RU
RUS,Russian Federation,2013,"Government expenditure on education, total (% of GDP)",3.76,High income,Europe & Central Asia,37.6176,55.7558,RU
RUS,Russian Federation,2013,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,37.6176,55.7558,RU
RUS,Russian Federation,2013,"School enrollment, primary (% gross)",96.95,High income,Europe & Central Asia,37.6176,55.7558,RU
RUS,Russian Federation,2013,"School enrollment, secondary (% gross)",96.0,High income,Europe & Central Asia,37.6176,55.7558,RU
RUS,Russian Federation,2013,"School enrollment, tertiary (% gross)",82.8,High income,Europe & Central Asia,37.6176,55.7558,RU
RWA,Rwanda,2013,GDP per capita (current US$),704.92,Low income,Sub-Saharan Africa ,30.0587,-1.95325,RW
RWA,Rwanda,2013,Current health expenditure per capita (current US$),47.75,Low income,Sub-Saharan Africa ,30.0587,-1.95325,RW
RWA,Rwanda,2013,Current health expenditure (% of GDP),6.77,Low income,Sub-Saharan Africa ,30.0587,-1.95325,RW
RWA,Rwanda,2013,"Government expenditure on education, total (% of GDP)",4.74,Low income,Sub-Saharan Africa ,30.0587,-1.95325,RW
RWA,Rwanda,2013,"Literacy rate, adult total (% of people ages 15 and above)",,Low income,Sub-Saharan Africa ,30.0587,-1.95325,RW
RWA,Rwanda,2013,"School enrollment, primary (% gross)",123.71,Low income,Sub-Saharan Africa ,30.0587,-1.95325,RW
RWA,Rwanda,2013,"School enrollment, secondary (% gross)",30.21,Low income,Sub-Saharan Africa ,30.0587,-1.95325,RW
RWA,Rwanda,2013,"School enrollment, tertiary (% gross)",6.23,Low income,Sub-Saharan Africa ,30.0587,-1.95325,RW
WSM,Samoa,2013,GDP per capita (current US$),4023.53,Upper middle income,East Asia & Pacific,-171.752,-13.8314,WS
WSM,Samoa,2013,Current health expenditure per capita (current US$),247.41,Upper middle income,East Asia & Pacific,-171.752,-13.8314,WS
WSM,Samoa,2013,Current health expenditure (% of GDP),6.22,Upper middle income,East Asia & Pacific,-171.752,-13.8314,WS
WSM,Samoa,2013,"Government expenditure on education, total (% of GDP)",4.61,Upper middle income,East Asia & Pacific,-171.752,-13.8314,WS
WSM,Samoa,2013,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,East Asia & Pacific,-171.752,-13.8314,WS
WSM,Samoa,2013,"School enrollment, primary (% gross)",,Upper middle income,East Asia & Pacific,-171.752,-13.8314,WS
WSM,Samoa,2013,"School enrollment, secondary (% gross)",,Upper middle income,East Asia & Pacific,-171.752,-13.8314,WS
WSM,Samoa,2013,"School enrollment, tertiary (% gross)",,Upper middle income,East Asia & Pacific,-171.752,-13.8314,WS
SMR,San Marino,2013,GDP per capita (current US$),50807.83,High income,Europe & Central Asia,12.4486,43.9322,SM
SMR,San Marino,2013,Current health expenditure per capita (current US$),4113.47,High income,Europe & Central Asia,12.4486,43.9322,SM
SMR,San Marino,2013,Current health expenditure (% of GDP),8.24,High income,Europe & Central Asia,12.4486,43.9322,SM
SMR,San Marino,2013,"Government expenditure on education, total (% of GDP)",3.27,High income,Europe & Central Asia,12.4486,43.9322,SM
SMR,San Marino,2013,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,12.4486,43.9322,SM
SMR,San Marino,2013,"School enrollment, primary (% gross)",,High income,Europe & Central Asia,12.4486,43.9322,SM
SMR,San Marino,2013,"School enrollment, secondary (% gross)",,High income,Europe & Central Asia,12.4486,43.9322,SM
SMR,San Marino,2013,"School enrollment, tertiary (% gross)",,High income,Europe & Central Asia,12.4486,43.9322,SM
STP,Sao Tome and Principe,2013,GDP per capita (current US$),1382.58,Lower middle income,Sub-Saharan Africa ,6.6071,0.20618,ST
STP,Sao Tome and Principe,2013,Current health expenditure per capita (current US$),124.59,Lower middle income,Sub-Saharan Africa ,6.6071,0.20618,ST
STP,Sao Tome and Principe,2013,Current health expenditure (% of GDP),8.94,Lower middle income,Sub-Saharan Africa ,6.6071,0.20618,ST
STP,Sao Tome and Principe,2013,"Government expenditure on education, total (% of GDP)",6.69,Lower middle income,Sub-Saharan Africa ,6.6071,0.20618,ST
STP,Sao Tome and Principe,2013,"Literacy rate, adult total (% of people ages 15 and above)",,Lower middle income,Sub-Saharan Africa ,6.6071,0.20618,ST
STP,Sao Tome and Principe,2013,"School enrollment, primary (% gross)",110.59,Lower middle income,Sub-Saharan Africa ,6.6071,0.20618,ST
STP,Sao Tome and Principe,2013,"School enrollment, secondary (% gross)",63.3,Lower middle income,Sub-Saharan Africa ,6.6071,0.20618,ST
STP,Sao Tome and Principe,2013,"School enrollment, tertiary (% gross)",,Lower middle income,Sub-Saharan Africa ,6.6071,0.20618,ST
SAU,Saudi Arabia,2013,GDP per capita (current US$),27865.47,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748,SA
SAU,Saudi Arabia,2013,Current health expenditure per capita (current US$),1189.68,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748,SA
SAU,Saudi Arabia,2013,Current health expenditure (% of GDP),4.42,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748,SA
SAU,Saudi Arabia,2013,"Government expenditure on education, total (% of GDP)",,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748,SA
SAU,Saudi Arabia,2013,"Literacy rate, adult total (% of people ages 15 and above)",94.43,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748,SA
SAU,Saudi Arabia,2013,"School enrollment, primary (% gross)",99.38,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748,SA
SAU,Saudi Arabia,2013,"School enrollment, secondary (% gross)",93.02,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748,SA
SAU,Saudi Arabia,2013,"School enrollment, tertiary (% gross)",46.18,High income,"Middle East, North Africa, Afghanistan & Pakistan",46.6977,24.6748,SA
SEN,Senegal,2013,GDP per capita (current US$),1379.83,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247,SN
SEN,Senegal,2013,Current health expenditure per capita (current US$),60.52,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247,SN
SEN,Senegal,2013,Current health expenditure (% of GDP),4.39,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247,SN
SEN,Senegal,2013,"Government expenditure on education, total (% of GDP)",5.69,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247,SN
SEN,Senegal,2013,"Literacy rate, adult total (% of people ages 15 and above)",43.53,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247,SN
SEN,Senegal,2013,"School enrollment, primary (% gross)",82.7,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247,SN
SEN,Senegal,2013,"School enrollment, secondary (% gross)",49.08,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247,SN
SEN,Senegal,2013,"School enrollment, tertiary (% gross)",10.57,Lower middle income,Sub-Saharan Africa ,-17.4734,14.7247,SN
SRB,Serbia,2013,GDP per capita (current US$),7040.42,Upper middle income,Europe & Central Asia,20.4656,44.8024,RS
SRB,Serbia,2013,Current health expenditure per capita (current US$),627.53,Upper middle income,Europe & Central Asia,20.4656,44.8024,RS
SRB,Serbia,2013,Current health expenditure (% of GDP),9.31,Upper middle income,Europe & Central Asia,20.4656,44.8024,RS
SRB,Serbia,2013,"Government expenditure on education, total (% of GDP)",,Upper middle income,Europe & Central Asia,20.4656,44.8024,RS
SRB,Serbia,2013,"Literacy rate, adult total (% of people ages 15 and above)",,Upper middle income,Europe & Central Asia,20.4656,44.8024,RS
SRB,Serbia,2013,"School enrollment, primary (% gross)",100.9,Upper middle income,Europe & Central Asia,20.4656,44.8024,RS
SRB,Serbia,2013,"School enrollment, secondary (% gross)",94.41,Upper middle income,Europe & Central Asia,20.4656,44.8024,RS
SRB,Serbia,2013,"School enrollment, tertiary (% gross)",56.38,Upper middle income,Europe & Central Asia,20.4656,44.8024,RS
SYC,Seychelles,2013,GDP per capita (current US$),14821.29,High income,Sub-Saharan Africa ,55.4466,-4.6309,SC
SYC,Seychelles,2013,Current health expenditure per capita (current US$),646.57,High income,Sub-Saharan Africa ,55.4466,-4.6309,SC
