id,country_name,year,value,series_name
IRL,Ireland,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
IRL,Ireland,2011,103.38,"School enrollment, primary (% gross)"
IRL,Ireland,2011,115.83,"School enrollment, secondary (% gross)"
IRL,Ireland,2011,67.8,"School enrollment, tertiary (% gross)"
IMN,Isle of Man,2011,77808.86,GDP per capita (current US$)
IMN,Isle of Man,2011,,Current health expenditure per capita (current US$)
IMN,Isle of Man,2011,,Current health expenditure (% of GDP)
IMN,Isle of Man,2011,,"Government expenditure on education, total (% of GDP)"
IMN,Isle of Man,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
IMN,Isle of Man,2011,,"School enrollment, primary (% gross)"
IMN,Isle of Man,2011,,"School enrollment, secondary (% gross)"
IMN,Isle of Man,2011,,"School enrollment, tertiary (% gross)"
ISR,Israel,2011,34522.52,GDP per capita (current US$)
ISR,Israel,2011,2442.29,Current health expenditure per capita (current US$)
ISR,Israel,2011,6.84,Current health expenditure (% of GDP)
ISR,Israel,2011,5.44,"Government expenditure on education, total (% of GDP)"
ISR,Israel,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
ISR,Israel,2011,97.63,"School enrollment, primary (% gross)"
ISR,Israel,2011,96.31,"School enrollment, secondary (% gross)"
ISR,Israel,2011,61.95,"School enrollment, tertiary (% gross)"
ITA,Italy,2011,38432.37,GDP per capita (current US$)
ITA,Italy,2011,3391.99,Current health expenditure per capita (current US$)
ITA,Italy,2011,8.77,Current health expenditure (% of GDP)
ITA,Italy,2011,4.09,"Government expenditure on education, total (% of GDP)"
ITA,Italy,2011,98.85,"Literacy rate, adult total (% of people ages 15 and above)"
ITA,Italy,2011,100.3,"School enrollment, primary (% gross)"
ITA,Italy,2011,101.6,"School enrollment, secondary (% gross)"
ITA,Italy,2011,64.25,"School enrollment, tertiary (% gross)"
JAM,Jamaica,2011,5232.64,GDP per capita (current US$)
JAM,Jamaica,2011,274.11,Current health expenditure per capita (current US$)
JAM,Jamaica,2011,5.24,Current health expenditure (% of GDP)
JAM,Jamaica,2011,6.27,"Government expenditure on education, total (% of GDP)"
JAM,Jamaica,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
JAM,Jamaica,2011,97.67,"School enrollment, primary (% gross)"
JAM,Jamaica,2011,91.54,"School enrollment, secondary (% gross)"
JAM,Jamaica,2011,24.77,"School enrollment, tertiary (% gross)"
JPN,Japan,2011,48760.08,GDP per capita (current US$)
JPN,Japan,2011,5103.34,Current health expenditure per capita (current US$)
JPN,Japan,2011,10.49,Current health expenditure (% of GDP)
JPN,Japan,2011,3.61,"Government expenditure on education, total (% of GDP)"
JPN,Japan,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
JPN,Japan,2011,,"School enrollment, primary (% gross)"
JPN,Japan,2011,,"School enrollment, secondary (% gross)"
JPN,Japan,2011,,"School enrollment, tertiary (% gross)"
JOR,Jordan,2011,3946.86,GDP per capita (current US$)
JOR,Jordan,2011,321.59,Current health expenditure per capita (current US$)
JOR,Jordan,2011,8.15,Current health expenditure (% of GDP)
JOR,Jordan,2011,3.6,"Government expenditure on education, total (% of GDP)"
JOR,Jordan,2011,95.9,"Literacy rate, adult total (% of people ages 15 and above)"
JOR,Jordan,2011,90.37,"School enrollment, primary (% gross)"
JOR,Jordan,2011,87.59,"School enrollment, secondary (% gross)"
JOR,Jordan,2011,37.42,"School enrollment, tertiary (% gross)"
KAZ,Kazakhstan,2011,11287.15,GDP per capita (current US$)
KAZ,Kazakhstan,2011,293.73,Current health expenditure per capita (current US$)
KAZ,Kazakhstan,2011,2.6,Current health expenditure (% of GDP)
KAZ,Kazakhstan,2011,3.61,"Government expenditure on education, total (% of GDP)"
KAZ,Kazakhstan,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
KAZ,Kazakhstan,2011,98.2,"School enrollment, primary (% gross)"
KAZ,Kazakhstan,2011,98.84,"School enrollment, secondary (% gross)"
KAZ,Kazakhstan,2011,50.43,"School enrollment, tertiary (% gross)"
KEN,Kenya,2011,1096.14,GDP per capita (current US$)
KEN,Kenya,2011,57.02,Current health expenditure per capita (current US$)
KEN,Kenya,2011,5.2,Current health expenditure (% of GDP)
KEN,Kenya,2011,4.7,"Government expenditure on education, total (% of GDP)"
KEN,Kenya,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
KEN,Kenya,2011,,"School enrollment, primary (% gross)"
KEN,Kenya,2011,,"School enrollment, secondary (% gross)"
KEN,Kenya,2011,,"School enrollment, tertiary (% gross)"
KIR,Kiribati,2011,1771.13,GDP per capita (current US$)
KIR,Kiribati,2011,141.51,Current health expenditure per capita (current US$)
KIR,Kiribati,2011,7.99,Current health expenditure (% of GDP)
KIR,Kiribati,2011,,"Government expenditure on education, total (% of GDP)"
KIR,Kiribati,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
KIR,Kiribati,2011,,"School enrollment, primary (% gross)"
KIR,Kiribati,2011,,"School enrollment, secondary (% gross)"
KIR,Kiribati,2011,,"School enrollment, tertiary (% gross)"
PRK,"Korea, Dem. People's Rep.",2011,,GDP per capita (current US$)
PRK,"Korea, Dem. People's Rep.",2011,,Current health expenditure per capita (current US$)
PRK,"Korea, Dem. People's Rep.",2011,,Current health expenditure (% of GDP)
PRK,"Korea, Dem. People's Rep.",2011,,"Government expenditure on education, total (% of GDP)"
PRK,"Korea, Dem. People's Rep.",2011,,"Literacy rate, adult total (% of people ages 15 and above)"
PRK,"Korea, Dem. People's Rep.",2011,,"School enrollment, primary (% gross)"
PRK,"Korea, Dem. People's Rep.",2011,,"School enrollment, secondary (% gross)"
PRK,"Korea, Dem. People's Rep.",2011,29.82,"School enrollment, tertiary (% gross)"
KOR,"Korea, Rep.",2011,25097.6,GDP per capita (current US$)
KOR,"Korea, Rep.",2011,1562.21,Current health expenditure per capita (current US$)
KOR,"Korea, Rep.",2011,6.12,Current health expenditure (% of GDP)
KOR,"Korea, Rep.",2011,,"Government expenditure on education, total (% of GDP)"
KOR,"Korea, Rep.",2011,,"Literacy rate, adult total (% of people ages 15 and above)"
KOR,"Korea, Rep.",2011,101.0,"School enrollment, primary (% gross)"
KOR,"Korea, Rep.",2011,97.53,"School enrollment, secondary (% gross)"
KOR,"Korea, Rep.",2011,100.82,"School enrollment, tertiary (% gross)"
XKX,Kosovo,2011,3538.95,GDP per capita (current US$)
XKX,Kosovo,2011,,Current health expenditure per capita (current US$)
XKX,Kosovo,2011,,Current health expenditure (% of GDP)
XKX,Kosovo,2011,,"Government expenditure on education, total (% of GDP)"
XKX,Kosovo,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
XKX,Kosovo,2011,,"School enrollment, primary (% gross)"
XKX,Kosovo,2011,,"School enrollment, secondary (% gross)"
XKX,Kosovo,2011,,"School enrollment, tertiary (% gross)"
KWT,Kuwait,2011,49169.61,GDP per capita (current US$)
KWT,Kuwait,2011,1147.16,Current health expenditure per capita (current US$)
KWT,Kuwait,2011,2.33,Current health expenditure (% of GDP)
KWT,Kuwait,2011,,"Government expenditure on education, total (% of GDP)"
KWT,Kuwait,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
KWT,Kuwait,2011,104.03,"School enrollment, primary (% gross)"
KWT,Kuwait,2011,98.14,"School enrollment, secondary (% gross)"
KWT,Kuwait,2011,,"School enrollment, tertiary (% gross)"
KGZ,Kyrgyz Republic,2011,1117.4,GDP per capita (current US$)
KGZ,Kyrgyz Republic,2011,78.74,Current health expenditure per capita (current US$)
KGZ,Kyrgyz Republic,2011,7.11,Current health expenditure (% of GDP)
KGZ,Kyrgyz Republic,2011,6.79,"Government expenditure on education, total (% of GDP)"
KGZ,Kyrgyz Republic,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
KGZ,Kyrgyz Republic,2011,97.8,"School enrollment, primary (% gross)"
KGZ,Kyrgyz Republic,2011,87.52,"School enrollment, secondary (% gross)"
KGZ,Kyrgyz Republic,2011,42.44,"School enrollment, tertiary (% gross)"
LAO,Lao PDR,2011,1361.55,GDP per capita (current US$)
LAO,Lao PDR,2011,27.12,Current health expenditure per capita (current US$)
LAO,Lao PDR,2011,1.94,Current health expenditure (% of GDP)
LAO,Lao PDR,2011,1.71,"Government expenditure on education, total (% of GDP)"
LAO,Lao PDR,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
LAO,Lao PDR,2011,119.07,"School enrollment, primary (% gross)"
LAO,Lao PDR,2011,46.3,"School enrollment, secondary (% gross)"
LAO,Lao PDR,2011,17.5,"School enrollment, tertiary (% gross)"
LVA,Latvia,2011,12902.57,GDP per capita (current US$)
LVA,Latvia,2011,764.59,Current health expenditure per capita (current US$)
LVA,Latvia,2011,5.72,Current health expenditure (% of GDP)
LVA,Latvia,2011,5.24,"Government expenditure on education, total (% of GDP)"
LVA,Latvia,2011,99.9,"Literacy rate, adult total (% of people ages 15 and above)"
LVA,Latvia,2011,102.29,"School enrollment, primary (% gross)"
LVA,Latvia,2011,105.57,"School enrollment, secondary (% gross)"
LVA,Latvia,2011,67.95,"School enrollment, tertiary (% gross)"
LBN,Lebanon,2011,7834.96,GDP per capita (current US$)
LBN,Lebanon,2011,640.7,Current health expenditure per capita (current US$)
LBN,Lebanon,2011,8.18,Current health expenditure (% of GDP)
LBN,Lebanon,2011,1.65,"Government expenditure on education, total (% of GDP)"
LBN,Lebanon,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
LBN,Lebanon,2011,84.84,"School enrollment, primary (% gross)"
LBN,Lebanon,2011,73.83,"School enrollment, secondary (% gross)"
LBN,Lebanon,2011,45.54,"School enrollment, tertiary (% gross)"
LSO,Lesotho,2011,1280.73,GDP per capita (current US$)
LSO,Lesotho,2011,118.73,Current health expenditure per capita (current US$)
LSO,Lesotho,2011,9.08,Current health expenditure (% of GDP)
LSO,Lesotho,2011,,"Government expenditure on education, total (% of GDP)"
LSO,Lesotho,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
LSO,Lesotho,2011,117.18,"School enrollment, primary (% gross)"
LSO,Lesotho,2011,56.95,"School enrollment, secondary (% gross)"
LSO,Lesotho,2011,,"School enrollment, tertiary (% gross)"
LBR,Liberia,2011,568.09,GDP per capita (current US$)
LBR,Liberia,2011,53.83,Current health expenditure per capita (current US$)
LBR,Liberia,2011,9.71,Current health expenditure (% of GDP)
LBR,Liberia,2011,,"Government expenditure on education, total (% of GDP)"
LBR,Liberia,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
LBR,Liberia,2011,100.75,"School enrollment, primary (% gross)"
LBR,Liberia,2011,43.65,"School enrollment, secondary (% gross)"
LBR,Liberia,2011,,"School enrollment, tertiary (% gross)"
LBY,Libya,2011,7593.84,GDP per capita (current US$)
LBY,Libya,2011,305.2,Current health expenditure per capita (current US$)
LBY,Libya,2011,4.02,Current health expenditure (% of GDP)
LBY,Libya,2011,,"Government expenditure on education, total (% of GDP)"
LBY,Libya,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
LBY,Libya,2011,,"School enrollment, primary (% gross)"
LBY,Libya,2011,,"School enrollment, secondary (% gross)"
LBY,Libya,2011,,"School enrollment, tertiary (% gross)"
LIE,Liechtenstein,2011,158066.37,GDP per capita (current US$)
LIE,Liechtenstein,2011,,Current health expenditure per capita (current US$)
LIE,Liechtenstein,2011,,Current health expenditure (% of GDP)
LIE,Liechtenstein,2011,2.56,"Government expenditure on education, total (% of GDP)"
LIE,Liechtenstein,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
LIE,Liechtenstein,2011,104.95,"School enrollment, primary (% gross)"
LIE,Liechtenstein,2011,111.46,"School enrollment, secondary (% gross)"
LIE,Liechtenstein,2011,43.68,"School enrollment, tertiary (% gross)"
LTU,Lithuania,2011,14261.84,GDP per capita (current US$)
LTU,Lithuania,2011,925.47,Current health expenditure per capita (current US$)
LTU,Lithuania,2011,6.49,Current health expenditure (% of GDP)
LTU,Lithuania,2011,5.15,"Government expenditure on education, total (% of GDP)"
LTU,Lithuania,2011,99.82,"Literacy rate, adult total (% of people ages 15 and above)"
LTU,Lithuania,2011,101.25,"School enrollment, primary (% gross)"
LTU,Lithuania,2011,106.01,"School enrollment, secondary (% gross)"
LTU,Lithuania,2011,84.06,"School enrollment, tertiary (% gross)"
LUX,Luxembourg,2011,119025.06,GDP per capita (current US$)
LUX,Luxembourg,2011,7174.74,Current health expenditure per capita (current US$)
LUX,Luxembourg,2011,5.95,Current health expenditure (% of GDP)
LUX,Luxembourg,2011,,"Government expenditure on education, total (% of GDP)"
LUX,Luxembourg,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
LUX,Luxembourg,2011,96.3,"School enrollment, primary (% gross)"
LUX,Luxembourg,2011,100.42,"School enrollment, secondary (% gross)"
LUX,Luxembourg,2011,,"School enrollment, tertiary (% gross)"
MAC,"Macao SAR, China",2011,67041.28,GDP per capita (current US$)
MAC,"Macao SAR, China",2011,,Current health expenditure per capita (current US$)
MAC,"Macao SAR, China",2011,,Current health expenditure (% of GDP)
MAC,"Macao SAR, China",2011,2.68,"Government expenditure on education, total (% of GDP)"
MAC,"Macao SAR, China",2011,95.64,"Literacy rate, adult total (% of people ages 15 and above)"
MAC,"Macao SAR, China",2011,102.68,"School enrollment, primary (% gross)"
MAC,"Macao SAR, China",2011,94.93,"School enrollment, secondary (% gross)"
MAC,"Macao SAR, China",2011,70.35,"School enrollment, tertiary (% gross)"
MDG,Madagascar,2011,506.16,GDP per capita (current US$)
MDG,Madagascar,2011,22.89,Current health expenditure per capita (current US$)
MDG,Madagascar,2011,4.52,Current health expenditure (% of GDP)
MDG,Madagascar,2011,2.38,"Government expenditure on education, total (% of GDP)"
MDG,Madagascar,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
MDG,Madagascar,2011,135.66,"School enrollment, primary (% gross)"
MDG,Madagascar,2011,34.12,"School enrollment, secondary (% gross)"
MDG,Madagascar,2011,3.99,"School enrollment, tertiary (% gross)"
MWI,Malawi,2011,763.06,GDP per capita (current US$)
MWI,Malawi,2011,39.29,Current health expenditure per capita (current US$)
MWI,Malawi,2011,5.32,Current health expenditure (% of GDP)
MWI,Malawi,2011,2.85,"Government expenditure on education, total (% of GDP)"
MWI,Malawi,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
MWI,Malawi,2011,136.57,"School enrollment, primary (% gross)"
MWI,Malawi,2011,34.74,"School enrollment, secondary (% gross)"
MWI,Malawi,2011,1.55,"School enrollment, tertiary (% gross)"
MYS,Malaysia,2011,10217.11,GDP per capita (current US$)
MYS,Malaysia,2011,343.46,Current health expenditure per capita (current US$)
MYS,Malaysia,2011,3.31,Current health expenditure (% of GDP)
MYS,Malaysia,2011,5.76,"Government expenditure on education, total (% of GDP)"
MYS,Malaysia,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
MYS,Malaysia,2011,98.86,"School enrollment, primary (% gross)"
MYS,Malaysia,2011,77.59,"School enrollment, secondary (% gross)"
MYS,Malaysia,2011,35.57,"School enrollment, tertiary (% gross)"
MDV,Maldives,2011,7424.52,GDP per capita (current US$)
MDV,Maldives,2011,588.21,Current health expenditure per capita (current US$)
MDV,Maldives,2011,7.92,Current health expenditure (% of GDP)
MDV,Maldives,2011,3.08,"Government expenditure on education, total (% of GDP)"
MDV,Maldives,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
MDV,Maldives,2011,100.38,"School enrollment, primary (% gross)"
MDV,Maldives,2011,72.84,"School enrollment, secondary (% gross)"
MDV,Maldives,2011,,"School enrollment, tertiary (% gross)"
MLI,Mali,2011,941.57,GDP per capita (current US$)
MLI,Mali,2011,31.68,Current health expenditure per capita (current US$)
MLI,Mali,2011,4.01,Current health expenditure (% of GDP)
MLI,Mali,2011,3.75,"Government expenditure on education, total (% of GDP)"
MLI,Mali,2011,30.62,"Literacy rate, adult total (% of people ages 15 and above)"
MLI,Mali,2011,78.67,"School enrollment, primary (% gross)"
MLI,Mali,2011,38.75,"School enrollment, secondary (% gross)"
MLI,Mali,2011,4.97,"School enrollment, tertiary (% gross)"
MLT,Malta,2011,23516.97,GDP per capita (current US$)
MLT,Malta,2011,1960.06,Current health expenditure per capita (current US$)
MLT,Malta,2011,8.45,Current health expenditure (% of GDP)
MLT,Malta,2011,7.58,"Government expenditure on education, total (% of GDP)"
MLT,Malta,2011,93.31,"Literacy rate, adult total (% of people ages 15 and above)"
MLT,Malta,2011,100.98,"School enrollment, primary (% gross)"
MLT,Malta,2011,94.11,"School enrollment, secondary (% gross)"
MLT,Malta,2011,39.45,"School enrollment, tertiary (% gross)"
MHL,Marshall Islands,2011,3319.4,GDP per capita (current US$)
MHL,Marshall Islands,2011,376.39,Current health expenditure per capita (current US$)
MHL,Marshall Islands,2011,11.36,Current health expenditure (% of GDP)
MHL,Marshall Islands,2011,,"Government expenditure on education, total (% of GDP)"
MHL,Marshall Islands,2011,98.27,"Literacy rate, adult total (% of people ages 15 and above)"
MHL,Marshall Islands,2011,105.39,"School enrollment, primary (% gross)"
MHL,Marshall Islands,2011,,"School enrollment, secondary (% gross)"
MHL,Marshall Islands,2011,,"School enrollment, tertiary (% gross)"
MRT,Mauritania,2011,1931.2,GDP per capita (current US$)
MRT,Mauritania,2011,47.77,Current health expenditure per capita (current US$)
MRT,Mauritania,2011,2.47,Current health expenditure (% of GDP)
MRT,Mauritania,2011,2.33,"Government expenditure on education, total (% of GDP)"
MRT,Mauritania,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
MRT,Mauritania,2011,95.44,"School enrollment, primary (% gross)"
MRT,Mauritania,2011,22.75,"School enrollment, secondary (% gross)"
MRT,Mauritania,2011,5.07,"School enrollment, tertiary (% gross)"
MUS,Mauritius,2011,9197.04,GDP per capita (current US$)
MUS,Mauritius,2011,385.76,Current health expenditure per capita (current US$)
MUS,Mauritius,2011,4.25,Current health expenditure (% of GDP)
MUS,Mauritius,2011,3.33,"Government expenditure on education, total (% of GDP)"
MUS,Mauritius,2011,89.25,"Literacy rate, adult total (% of people ages 15 and above)"
MUS,Mauritius,2011,100.03,"School enrollment, primary (% gross)"
MUS,Mauritius,2011,88.72,"School enrollment, secondary (% gross)"
MUS,Mauritius,2011,34.23,"School enrollment, tertiary (% gross)"
MEX,Mexico,2011,10664.49,GDP per capita (current US$)
MEX,Mexico,2011,565.32,Current health expenditure per capita (current US$)
MEX,Mexico,2011,5.3,Current health expenditure (% of GDP)
MEX,Mexico,2011,4.9,"Government expenditure on education, total (% of GDP)"
MEX,Mexico,2011,93.52,"Literacy rate, adult total (% of people ages 15 and above)"
MEX,Mexico,2011,111.06,"School enrollment, primary (% gross)"
MEX,Mexico,2011,88.38,"School enrollment, secondary (% gross)"
MEX,Mexico,2011,28.04,"School enrollment, tertiary (% gross)"
FSM,"Micronesia, Fed. Sts.",2011,2890.5,GDP per capita (current US$)
FSM,"Micronesia, Fed. Sts.",2011,379.53,Current health expenditure per capita (current US$)
FSM,"Micronesia, Fed. Sts.",2011,13.31,Current health expenditure (% of GDP)
FSM,"Micronesia, Fed. Sts.",2011,,"Government expenditure on education, total (% of GDP)"
FSM,"Micronesia, Fed. Sts.",2011,,"Literacy rate, adult total (% of people ages 15 and above)"
FSM,"Micronesia, Fed. Sts.",2011,,"School enrollment, primary (% gross)"
FSM,"Micronesia, Fed. Sts.",2011,,"School enrollment, secondary (% gross)"
FSM,"Micronesia, Fed. Sts.",2011,,"School enrollment, tertiary (% gross)"
MDA,Moldova,2011,2941.36,GDP per capita (current US$)
MDA,Moldova,2011,214.98,Current health expenditure per capita (current US$)
MDA,Moldova,2011,9.1,Current health expenditure (% of GDP)
MDA,Moldova,2011,7.14,"Government expenditure on education, total (% of GDP)"
MDA,Moldova,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
MDA,Moldova,2011,93.6,"School enrollment, primary (% gross)"
MDA,Moldova,2011,87.72,"School enrollment, secondary (% gross)"
MDA,Moldova,2011,39.45,"School enrollment, tertiary (% gross)"
MCO,Monaco,2011,179363.98,GDP per capita (current US$)
MCO,Monaco,2011,8302.79,Current health expenditure per capita (current US$)
MCO,Monaco,2011,4.64,Current health expenditure (% of GDP)
MCO,Monaco,2011,1.59,"Government expenditure on education, total (% of GDP)"
MCO,Monaco,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
MCO,Monaco,2011,,"School enrollment, primary (% gross)"
MCO,Monaco,2011,,"School enrollment, secondary (% gross)"
MCO,Monaco,2011,,"School enrollment, tertiary (% gross)"
MNG,Mongolia,2011,3736.04,GDP per capita (current US$)
MNG,Mongolia,2011,135.99,Current health expenditure per capita (current US$)
MNG,Mongolia,2011,3.59,Current health expenditure (% of GDP)
MNG,Mongolia,2011,4.61,"Government expenditure on education, total (% of GDP)"
MNG,Mongolia,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
MNG,Mongolia,2011,120.55,"School enrollment, primary (% gross)"
MNG,Mongolia,2011,,"School enrollment, secondary (% gross)"
MNG,Mongolia,2011,56.75,"School enrollment, tertiary (% gross)"
MNE,Montenegro,2011,7325.65,GDP per capita (current US$)
MNE,Montenegro,2011,571.66,Current health expenditure per capita (current US$)
MNE,Montenegro,2011,7.97,Current health expenditure (% of GDP)
MNE,Montenegro,2011,,"Government expenditure on education, total (% of GDP)"
MNE,Montenegro,2011,98.44,"Literacy rate, adult total (% of people ages 15 and above)"
MNE,Montenegro,2011,98.03,"School enrollment, primary (% gross)"
MNE,Montenegro,2011,93.17,"School enrollment, secondary (% gross)"
MNE,Montenegro,2011,59.01,"School enrollment, tertiary (% gross)"
MAR,Morocco,2011,3301.99,GDP per capita (current US$)
MAR,Morocco,2011,179.0,Current health expenditure per capita (current US$)
MAR,Morocco,2011,5.37,Current health expenditure (% of GDP)
MAR,Morocco,2011,,"Government expenditure on education, total (% of GDP)"
MAR,Morocco,2011,67.08,"Literacy rate, adult total (% of people ages 15 and above)"
MAR,Morocco,2011,108.87,"School enrollment, primary (% gross)"
MAR,Morocco,2011,66.03,"School enrollment, secondary (% gross)"
MAR,Morocco,2011,15.85,"School enrollment, tertiary (% gross)"
MOZ,Mozambique,2011,618.18,GDP per capita (current US$)
MOZ,Mozambique,2011,30.43,Current health expenditure per capita (current US$)
MOZ,Mozambique,2011,4.92,Current health expenditure (% of GDP)
MOZ,Mozambique,2011,5.53,"Government expenditure on education, total (% of GDP)"
MOZ,Mozambique,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
MOZ,Mozambique,2011,113.6,"School enrollment, primary (% gross)"
MOZ,Mozambique,2011,26.02,"School enrollment, secondary (% gross)"
MOZ,Mozambique,2011,4.9,"School enrollment, tertiary (% gross)"
MMR,Myanmar,2011,1213.63,GDP per capita (current US$)
MMR,Myanmar,2011,27.41,Current health expenditure per capita (current US$)
MMR,Myanmar,2011,2.07,Current health expenditure (% of GDP)
MMR,Myanmar,2011,0.79,"Government expenditure on education, total (% of GDP)"
MMR,Myanmar,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
MMR,Myanmar,2011,,"School enrollment, primary (% gross)"
MMR,Myanmar,2011,,"School enrollment, secondary (% gross)"
MMR,Myanmar,2011,14.32,"School enrollment, tertiary (% gross)"
NAM,Namibia,2011,5834.79,GDP per capita (current US$)
NAM,Namibia,2011,565.43,Current health expenditure per capita (current US$)
NAM,Namibia,2011,9.83,Current health expenditure (% of GDP)
NAM,Namibia,2011,8.02,"Government expenditure on education, total (% of GDP)"
NAM,Namibia,2011,88.27,"Literacy rate, adult total (% of people ages 15 and above)"
NAM,Namibia,2011,119.06,"School enrollment, primary (% gross)"
NAM,Namibia,2011,72.45,"School enrollment, secondary (% gross)"
NAM,Namibia,2011,,"School enrollment, tertiary (% gross)"
NRU,Nauru,2011,6480.9,GDP per capita (current US$)
NRU,Nauru,2011,672.28,Current health expenditure per capita (current US$)
NRU,Nauru,2011,9.97,Current health expenditure (% of GDP)
NRU,Nauru,2011,,"Government expenditure on education, total (% of GDP)"
NRU,Nauru,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
NRU,Nauru,2011,,"School enrollment, primary (% gross)"
NRU,Nauru,2011,,"School enrollment, secondary (% gross)"
NRU,Nauru,2011,,"School enrollment, tertiary (% gross)"
NPL,Nepal,2011,785.52,GDP per capita (current US$)
NPL,Nepal,2011,34.15,Current health expenditure per capita (current US$)
NPL,Nepal,2011,4.45,Current health expenditure (% of GDP)
NPL,Nepal,2011,3.84,"Government expenditure on education, total (% of GDP)"
NPL,Nepal,2011,59.63,"Literacy rate, adult total (% of people ages 15 and above)"
NPL,Nepal,2011,151.55,"School enrollment, primary (% gross)"
NPL,Nepal,2011,58.99,"School enrollment, secondary (% gross)"
NPL,Nepal,2011,13.29,"School enrollment, tertiary (% gross)"
NLD,Netherlands,2011,54701.77,GDP per capita (current US$)
NLD,Netherlands,2011,5562.12,Current health expenditure per capita (current US$)
NLD,Netherlands,2011,10.23,Current health expenditure (% of GDP)
NLD,Netherlands,2011,5.42,"Government expenditure on education, total (% of GDP)"
NLD,Netherlands,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
NLD,Netherlands,2011,107.07,"School enrollment, primary (% gross)"
NLD,Netherlands,2011,129.87,"School enrollment, secondary (% gross)"
NLD,Netherlands,2011,75.52,"School enrollment, tertiary (% gross)"
NCL,New Caledonia,2011,38835.94,GDP per capita (current US$)
NCL,New Caledonia,2011,,Current health expenditure per capita (current US$)
NCL,New Caledonia,2011,,Current health expenditure (% of GDP)
NCL,New Caledonia,2011,,"Government expenditure on education, total (% of GDP)"
NCL,New Caledonia,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
NCL,New Caledonia,2011,,"School enrollment, primary (% gross)"
NCL,New Caledonia,2011,,"School enrollment, secondary (% gross)"
NCL,New Caledonia,2011,,"School enrollment, tertiary (% gross)"
NZL,New Zealand,2011,38431.78,GDP per capita (current US$)
NZL,New Zealand,2011,3655.54,Current health expenditure per capita (current US$)
NZL,New Zealand,2011,9.52,Current health expenditure (% of GDP)
NZL,New Zealand,2011,,"Government expenditure on education, total (% of GDP)"
NZL,New Zealand,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
NZL,New Zealand,2011,99.07,"School enrollment, primary (% gross)"
NZL,New Zealand,2011,118.26,"School enrollment, secondary (% gross)"
NZL,New Zealand,2011,,"School enrollment, tertiary (% gross)"
NIC,Nicaragua,2011,1679.71,GDP per capita (current US$)
NIC,Nicaragua,2011,125.14,Current health expenditure per capita (current US$)
NIC,Nicaragua,2011,7.45,Current health expenditure (% of GDP)
NIC,Nicaragua,2011,,"Government expenditure on education, total (% of GDP)"
NIC,Nicaragua,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
NIC,Nicaragua,2011,,"School enrollment, primary (% gross)"
NIC,Nicaragua,2011,,"School enrollment, secondary (% gross)"
NIC,Nicaragua,2011,,"School enrollment, tertiary (% gross)"
NER,Niger,2011,510.76,GDP per capita (current US$)
NER,Niger,2011,24.84,Current health expenditure per capita (current US$)
NER,Niger,2011,4.87,Current health expenditure (% of GDP)
NER,Niger,2011,3.08,"Government expenditure on education, total (% of GDP)"
NER,Niger,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
NER,Niger,2011,65.25,"School enrollment, primary (% gross)"
NER,Niger,2011,13.66,"School enrollment, secondary (% gross)"
NER,Niger,2011,1.35,"School enrollment, tertiary (% gross)"
NGA,Nigeria,2011,2418.41,GDP per capita (current US$)
NGA,Nigeria,2011,80.24,Current health expenditure per capita (current US$)
NGA,Nigeria,2011,3.32,Current health expenditure (% of GDP)
NGA,Nigeria,2011,,"Government expenditure on education, total (% of GDP)"
NGA,Nigeria,2011,,"Literacy rate, adult total (% of people ages 15 and above)"
NGA,Nigeria,2011,84.68,"School enrollment, primary (% gross)"
NGA,Nigeria,2011,43.02,"School enrollment, secondary (% gross)"
