Iso3,Country,Year,Happiness Rank,Happiness Score,Health Expenditure (% GDP),Health Expenditure (per capita),GDP per Capita,Education Expenditure (% GDP),Adult Literacy %,Primary School Enrollment %,Secondary School Enrollment %,Tertiary School Enrollment %,Income Level,Region,longitude,latitude
DNK,Denmark,2012,1,7.693,10.52,6168.34,58443.77,7.25,,101.51,124.58,77.75,High income,Europe & Central Asia,12.5681,55.6763
DNK,Denmark,2014,3,7.527,10.31,6466.9,62520.45,7.64,,101.18,132.45,81.31,High income,Europe & Central Asia,12.5681,55.6763
DNK,Denmark,2015,1,7.526,10.34,5531.88,53094.01,,,100.88,133.8,83.3,High income,Europe & Central Asia,12.5681,55.6763
DNK,Denmark,2016,2,7.522,10.25,5624.33,54500.93,7.72,,101.04,131.44,82.17,High income,Europe & Central Asia,12.5681,55.6763
DNK,Denmark,2017,3,7.555,10.1,5834.02,57521.55,7.37,,100.78,130.32,81.32,High income,Europe & Central Asia,12.5681,55.6763
DNK,Denmark,2018,2,7.6,10.1,6232.72,61324.77,7.33,,100.75,129.85,81.14,High income,Europe & Central Asia,12.5681,55.6763
DNK,Denmark,2019,2,7.646,10.15,6058.83,59404.27,7.28,,100.55,129.31,81.69,High income,Europe & Central Asia,12.5681,55.6763
DNK,Denmark,2020,2,7.62,10.72,6530.48,60985.49,7.39,,100.46,130.0,82.66,High income,Europe & Central Asia,12.5681,55.6763
DNK,Denmark,2021,2,7.636,10.75,7465.77,69727.99,6.96,,100.31,131.77,83.98,High income,Europe & Central Asia,12.5681,55.6763
DNK,Denmark,2022,2,7.586,9.48,6456.08,68091.32,6.36,,100.24,130.33,84.59,High income,Europe & Central Asia,12.5681,55.6763
DNK,Denmark,2023,2,7.583,9.42,6432.37,68453.88,,,99.87,126.98,81.23,High income,Europe & Central Asia,12.5681,55.6763
DNK,Denmark,2024,2,7.521,,,71851.76,,,,,,High income,Europe & Central Asia,12.5681,55.6763
DOM,Dominican Republic,2011,93,5.036,5.04,293.95,5826.51,1.88,90.11,110.2,77.43,,Upper middle income,Latin America & Caribbean ,-69.8908,18.479
DOM,Dominican Republic,2012,95,4.963,5.05,304.24,6013.82,,90.16,108.47,77.99,48.63,Upper middle income,Latin America & Caribbean ,-69.8908,18.479
DOM,Dominican Republic,2014,98,4.885,4.8,312.44,6496.45,3.62,91.76,108.06,80.11,49.32,Upper middle income,Latin America & Caribbean ,-69.8908,18.479
DOM,Dominican Republic,2015,89,5.155,4.72,322.05,6800.95,3.6,91.99,112.01,79.94,51.75,Upper middle income,Latin America & Caribbean ,-69.8908,18.479
DOM,Dominican Republic,2016,86,5.23,4.58,328.37,7160.44,3.85,93.78,110.7,80.09,54.5,Upper middle income,Latin America & Caribbean ,-69.8908,18.479
DOM,Dominican Republic,2017,83,5.302,4.49,336.99,7412.72,3.92,93.23,108.02,79.94,59.92,Upper middle income,Latin America & Caribbean ,-69.8908,18.479
DOM,Dominican Republic,2018,77,5.425,4.13,327.4,7882.98,3.93,93.44,105.86,80.22,,Upper middle income,Latin America & Caribbean ,-69.8908,18.479
DOM,Dominican Republic,2019,68,5.689,4.24,346.12,8183.02,4.04,93.68,112.33,81.86,,Upper middle income,Latin America & Caribbean ,-69.8908,18.479
DOM,Dominican Republic,2020,73,5.545,4.94,353.79,7135.22,4.52,93.7,105.93,80.04,58.73,Upper middle income,Latin America & Caribbean ,-69.8908,18.479
DOM,Dominican Republic,2021,69,5.737,4.92,416.68,8527.08,3.58,93.74,96.87,75.7,56.47,Upper middle income,Latin America & Caribbean ,-69.8908,18.479
DOM,Dominican Republic,2022,73,5.569,4.57,462.26,10104.24,3.61,93.7,100.49,76.53,55.17,Upper middle income,Latin America & Caribbean ,-69.8908,18.479
DOM,Dominican Republic,2023,69,5.823,,,10630.43,3.76,94.31,101.64,75.48,58.24,Upper middle income,Latin America & Caribbean ,-69.8908,18.479
DOM,Dominican Republic,2024,76,5.846,,,10875.66,,94.03,101.94,76.36,57.65,Upper middle income,Latin America & Caribbean ,-69.8908,18.479
DZA,Algeria,2011,71,5.368,4.83,285.5,5916.31,9.12,,112.73,103.18,32.39,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",3.05097,36.7397
DZA,Algeria,2012,73,5.422,5.64,340.09,6033.65,7.03,,112.07,,33.56,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",3.05097,36.7397
DZA,Algeria,2014,68,5.605,6.01,366.59,6094.69,6.55,,111.14,,36.04,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",3.05097,36.7397
DZA,Algeria,2015,38,6.355,6.33,296.77,4685.06,6.18,,109.58,,38.24,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",3.05097,36.7397
DZA,Algeria,2016,53,5.872,6.0,265.53,4424.99,6.5,,109.07,,43.9,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",3.05097,36.7397
DZA,Algeria,2017,84,5.295,5.95,270.93,4554.67,5.73,,108.06,,49.18,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",3.05097,36.7397
DZA,Algeria,2018,88,5.211,5.93,271.54,4577.21,5.81,,107.1,,52.88,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",3.05097,36.7397
DZA,Algeria,2019,100,5.005,5.42,242.07,4468.45,5.58,,106.07,,53.86,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",3.05097,36.7397
DZA,Algeria,2020,109,4.887,5.64,211.07,3743.54,6.19,,108.53,,53.38,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",3.05097,36.7397
DZA,Algeria,2021,96,5.122,5.01,208.53,4160.56,5.51,,104.74,,54.22,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",3.05097,36.7397
DZA,Algeria,2022,81,5.329,3.62,179.7,4961.55,4.75,,105.75,104.55,53.39,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",3.05097,36.7397
DZA,Algeria,2023,85,5.364,,,5364.03,5.61,,105.84,101.26,55.53,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",3.05097,36.7397
DZA,Algeria,2024,84,5.571,,,5631.18,,,106.37,105.16,54.43,Upper middle income,"Middle East, North Africa, Afghanistan & Pakistan",3.05097,36.7397
ECU,Ecuador,2011,65,5.425,6.61,340.41,5153.69,4.74,91.59,108.22,95.69,,Upper middle income,Latin America & Caribbean ,-78.5243,-0.229498
ECU,Ecuador,2012,49,5.865,6.88,387.55,5634.08,4.65,92.06,105.66,98.55,39.25,Upper middle income,Latin America & Caribbean ,-78.5243,-0.229498
ECU,Ecuador,2014,48,5.975,6.77,433.42,6405.8,5.21,94.22,105.6,102.59,,Upper middle income,Latin America & Caribbean ,-78.5243,-0.229498
ECU,Ecuador,2015,51,5.976,7.77,464.22,5976.16,5.11,94.46,101.06,100.79,44.54,Upper middle income,Latin America & Caribbean ,-78.5243,-0.229498
ECU,Ecuador,2016,44,6.008,7.59,449.04,5917.64,4.46,94.35,98.96,98.08,,Upper middle income,Latin America & Caribbean ,-78.5243,-0.229498
ECU,Ecuador,2017,48,5.973,7.52,469.05,6233.32,4.61,92.83,98.19,96.16,,Upper middle income,Latin America & Caribbean ,-78.5243,-0.229498
ECU,Ecuador,2018,50,6.028,7.83,493.73,6303.92,4.63,,98.88,94.97,47.33,Upper middle income,Latin America & Caribbean ,-78.5243,-0.229498
ECU,Ecuador,2019,58,5.925,7.81,484.47,6205.06,4.25,,98.32,93.84,47.26,Upper middle income,Latin America & Caribbean ,-78.5243,-0.229498
ECU,Ecuador,2020,66,5.764,8.66,473.02,5463.65,4.26,93.63,98.12,93.98,56.91,Upper middle income,Latin America & Caribbean ,-78.5243,-0.229498
ECU,Ecuador,2021,76,5.533,8.21,498.61,6061.32,3.65,94.48,98.18,94.59,,Upper middle income,Latin America & Caribbean ,-78.5243,-0.229498
ECU,Ecuador,2022,74,5.559,7.53,492.84,6515.59,3.6,96.26,99.57,94.13,59.88,Upper middle income,Latin America & Caribbean ,-78.5243,-0.229498
ECU,Ecuador,2023,74,5.725,,,6737.85,3.89,,97.25,92.81,67.89,Upper middle income,Latin America & Caribbean ,-78.5243,-0.229498
ECU,Ecuador,2024,62,5.965,,,6874.71,,,,,,Upper middle income,Latin America & Caribbean ,-78.5243,-0.229498
ESP,Spain,2011,22,6.761,9.17,2908.92,31824.62,4.72,97.78,100.81,126.15,80.72,High income,Europe & Central Asia,-3.70327,40.4167
ESP,Spain,2012,38,6.322,9.16,2590.74,28456.44,4.46,97.89,100.47,127.79,82.89,High income,Europe & Central Asia,-3.70327,40.4167
ESP,Spain,2014,36,6.329,9.09,2680.03,29707.77,4.28,98.09,102.54,125.34,88.0,High income,Europe & Central Asia,-3.70327,40.4167
ESP,Spain,2015,37,6.361,9.12,2349.55,25982.44,4.25,98.14,102.14,124.85,88.57,High income,Europe & Central Asia,-3.70327,40.4167
ESP,Spain,2016,34,6.403,8.95,2377.05,26755.61,4.19,98.25,102.13,123.27,89.81,High income,Europe & Central Asia,-3.70327,40.4167
ESP,Spain,2017,36,6.31,8.95,2525.14,28381.34,4.18,,102.51,120.56,91.89,High income,Europe & Central Asia,-3.70327,40.4167
ESP,Spain,2018,30,6.354,9.0,2741.91,30602.42,4.15,98.44,102.64,119.43,92.17,High income,Europe & Central Asia,-3.70327,40.4167
ESP,Spain,2019,28,6.401,9.13,2713.62,29786.52,4.2,,103.19,118.52,91.02,High income,Europe & Central Asia,-3.70327,40.4167
ESP,Spain,2020,27,6.491,10.73,2898.01,27233.94,4.85,98.59,103.41,117.37,90.95,High income,Europe & Central Asia,-3.70327,40.4167
ESP,Spain,2021,29,6.476,10.31,3144.11,30799.48,4.81,99.7,102.9,119.11,94.59,High income,Europe & Central Asia,-3.70327,40.4167
ESP,Spain,2022,32,6.436,9.74,2910.84,30270.27,4.59,,102.45,119.02,94.51,High income,Europe & Central Asia,-3.70327,40.4167
ESP,Spain,2023,36,6.421,,,33509.01,,,103.0,118.36,93.73,High income,Europe & Central Asia,-3.70327,40.4167
ESP,Spain,2024,38,6.466,,,35297.01,,,,,,High income,Europe & Central Asia,-3.70327,40.4167
EST,Estonia,2011,72,5.33,6.08,1061.16,17555.55,5.0,99.89,99.04,112.29,71.02,High income,Europe & Central Asia,24.7586,59.4392
EST,Estonia,2012,71,5.426,6.1,1058.72,17568.21,4.67,,98.32,112.54,72.94,High income,Europe & Central Asia,24.7586,59.4392
EST,Estonia,2014,73,5.429,6.36,1287.76,20581.79,4.33,,97.59,107.69,76.2,High income,Europe & Central Asia,24.7586,59.4392
EST,Estonia,2015,72,5.517,6.64,1156.2,17722.16,5.05,,97.12,108.19,74.58,High income,Europe & Central Asia,24.7586,59.4392
EST,Estonia,2016,66,5.611,6.7,1226.09,18666.37,5.06,,97.29,111.6,73.03,High income,Europe & Central Asia,24.7586,59.4392
EST,Estonia,2017,63,5.739,6.6,1350.13,20851.52,4.86,,97.25,113.25,72.14,High income,Europe & Central Asia,24.7586,59.4392
EST,Estonia,2018,55,5.893,6.69,1553.43,23618.14,5.14,,97.46,112.76,72.07,High income,Europe & Central Asia,24.7586,59.4392
EST,Estonia,2019,51,6.022,6.82,1599.35,24021.25,5.16,,98.16,112.29,72.71,High income,Europe & Central Asia,24.7586,59.4392
EST,Estonia,2020,40,6.189,7.58,1789.03,23933.99,5.44,,98.35,112.53,72.04,High income,Europe & Central Asia,24.7586,59.4392
EST,Estonia,2021,36,6.341,7.48,2091.16,27953.77,5.22,,98.81,113.01,73.15,High income,Europe & Central Asia,24.7586,59.4392
EST,Estonia,2022,31,6.455,6.99,1998.89,28451.15,5.21,,99.26,112.55,71.43,High income,Europe & Central Asia,24.7586,59.4392
EST,Estonia,2023,34,6.448,,,30133.3,,,98.34,108.44,67.62,High income,Europe & Central Asia,24.7586,59.4392
EST,Estonia,2024,39,6.417,,,31170.09,,,,,,High income,Europe & Central Asia,24.7586,59.4392
ETH,Ethiopia,2011,139,4.064,4.47,14.62,343.02,5.49,,90.63,34.45,7.28,Not classified,Sub-Saharan Africa ,38.7468,9.02274
ETH,Ethiopia,2012,119,4.561,4.54,20.0,452.1,5.57,,89.93,36.22,7.62,Not classified,Sub-Saharan Africa ,38.7468,9.02274
ETH,Ethiopia,2014,122,4.512,4.03,21.61,549.99,4.6,,93.11,,5.92,Not classified,Sub-Saharan Africa ,38.7468,9.02274
ETH,Ethiopia,2015,114,4.508,3.82,23.22,621.85,4.74,,94.09,33.91,,Not classified,Sub-Saharan Africa ,38.7468,9.02274
ETH,Ethiopia,2016,119,4.46,3.6,24.34,696.2,5.06,47.49,,,,Not classified,Sub-Saharan Africa ,38.7468,9.02274
ETH,Ethiopia,2017,127,4.35,3.45,24.18,745.63,5.5,,101.22,,,Not classified,Sub-Saharan Africa ,38.7468,9.02274
ETH,Ethiopia,2018,134,4.286,3.3,23.52,747.97,5.22,,,,,Not classified,Sub-Saharan Africa ,38.7468,9.02274
ETH,Ethiopia,2019,136,4.186,3.24,25.94,828.71,4.48,55.05,,,,Not classified,Sub-Saharan Africa ,38.7468,9.02274
ETH,Ethiopia,2020,133,4.275,3.48,28.28,905.31,4.09,,112.67,,,Not classified,Sub-Saharan Africa ,38.7468,9.02274
ETH,Ethiopia,2021,131,4.241,3.21,26.07,910.95,4.07,54.89,101.34,,,Not classified,Sub-Saharan Africa ,38.7468,9.02274
ETH,Ethiopia,2022,124,4.091,2.85,27.07,1011.07,3.74,60.46,84.63,,,Not classified,Sub-Saharan Africa ,38.7468,9.02274
ETH,Ethiopia,2023,130,3.861,,,,2.93,,83.73,,,Not classified,Sub-Saharan Africa ,38.7468,9.02274
ETH,Ethiopia,2024,132,3.898,,,,2.3,,84.42,,,Not classified,Sub-Saharan Africa ,38.7468,9.02274
FIN,Finland,2011,2,7.579,9.22,4717.51,51060.32,6.46,,99.79,109.25,93.29,High income,Europe & Central Asia,24.9525,60.1608
FIN,Finland,2012,7,7.389,9.59,4573.2,47551.67,7.17,,99.71,109.96,91.55,High income,Europe & Central Asia,24.9525,60.1608
FIN,Finland,2014,6,7.406,9.78,4922.43,50073.78,7.14,,99.66,147.41,89.99,High income,Europe & Central Asia,24.9525,60.1608
FIN,Finland,2015,5,7.413,9.65,4128.21,42560.35,7.07,,99.57,150.82,89.66,High income,Europe & Central Asia,24.9525,60.1608
FIN,Finland,2016,5,7.469,9.38,4108.74,43451.26,6.91,,99.51,152.47,89.33,High income,Europe & Central Asia,24.9525,60.1608
FIN,Finland,2017,1,7.632,9.13,4235.75,46085.02,6.41,,99.47,153.58,90.7,High income,Europe & Central Asia,24.9525,60.1608
FIN,Finland,2018,1,7.769,9.05,4521.28,49654.25,6.32,,99.7,153.65,92.39,High income,Europe & Central Asia,24.9525,60.1608
FIN,Finland,2019,1,7.809,9.17,4459.93,48358.18,6.45,,99.56,144.61,94.59,High income,Europe & Central Asia,24.9525,60.1608
FIN,Finland,2020,1,7.842,9.63,4736.21,48828.68,6.68,,99.82,143.12,96.47,High income,Europe & Central Asia,24.9525,60.1608
FIN,Finland,2021,1,7.821,9.83,5261.91,53099.14,6.59,,99.35,143.36,100.87,High income,Europe & Central Asia,24.9525,60.1608
FIN,Finland,2022,1,7.804,9.66,4902.04,50440.56,6.38,,98.62,144.85,104.94,High income,Europe & Central Asia,24.9525,60.1608
FIN,Finland,2023,1,7.741,,,52821.51,,,99.12,142.86,108.13,High income,Europe & Central Asia,24.9525,60.1608
FIN,Finland,2024,1,7.736,,,53188.62,,,,,,High income,Europe & Central Asia,24.9525,60.1608
FRA,France,2011,23,6.746,11.18,4931.88,43929.78,,,102.69,106.61,55.63,High income,Europe & Central Asia,2.35097,48.8566
FRA,France,2012,25,6.764,11.3,4644.6,40863.58,,,102.52,105.81,57.91,High income,Europe & Central Asia,2.35097,48.8566
FRA,France,2014,29,6.575,11.53,4974.75,43148.05,,,101.28,103.43,61.51,High income,Europe & Central Asia,2.35097,48.8566
FRA,France,2015,32,6.478,11.44,4198.73,36702.43,,,101.99,103.4,62.79,High income,Europe & Central Asia,2.35097,48.8566
FRA,France,2016,31,6.442,11.49,4264.15,37024.22,,,102.26,103.31,64.73,High income,Europe & Central Asia,2.35097,48.8566
FRA,France,2017,23,6.489,11.37,4416.79,38687.16,5.46,,102.42,103.76,65.8,High income,Europe & Central Asia,2.35097,48.8566
FRA,France,2018,24,6.592,11.21,4667.96,41418.18,5.43,,102.46,103.77,67.54,High income,Europe & Central Asia,2.35097,48.8566
FRA,France,2019,23,6.664,11.1,4508.76,40408.28,5.37,,102.45,104.08,67.73,High income,Europe & Central Asia,2.35097,48.8566
FRA,France,2020,21,6.69,12.07,4747.51,39169.86,5.66,,102.65,104.57,68.87,High income,Europe & Central Asia,2.35097,48.8566
FRA,France,2021,20,6.687,12.29,5376.75,43725.1,5.42,,102.58,104.52,69.94,High income,Europe & Central Asia,2.35097,48.8566
FRA,France,2022,21,6.661,11.88,4865.18,41082.81,5.32,,102.71,104.32,71.51,High income,Europe & Central Asia,2.35097,48.8566
FRA,France,2023,27,6.609,,,44690.93,,,103.27,103.96,70.45,High income,Europe & Central Asia,2.35097,48.8566
FRA,France,2024,33,6.593,,,46150.49,,,,,,High income,Europe & Central Asia,2.35097,48.8566
GAB,Gabon,2012,138,4.114,2.42,225.08,9296.97,3.01,,,,,Upper middle income,Sub-Saharan Africa ,9.45162,0.38832
GAB,Gabon,2014,143,3.896,2.53,233.05,9201.36,2.67,,,,,Upper middle income,Sub-Saharan Africa ,9.45162,0.38832
GAB,Gabon,2015,133,4.121,2.66,187.27,7047.13,2.82,,,,,Upper middle income,Sub-Saharan Africa ,9.45162,0.38832
GAB,Gabon,2016,118,4.465,3.11,207.5,6677.07,2.67,,,,,Upper middle income,Sub-Saharan Africa ,9.45162,0.38832
GAB,Gabon,2017,103,4.758,2.78,192.48,6921.73,3.56,,,,,Upper middle income,Sub-Saharan Africa ,9.45162,0.38832
GAB,Gabon,2018,104,4.799,2.75,209.29,7624.28,3.07,,,,,Upper middle income,Sub-Saharan Africa ,9.45162,0.38832
GAB,Gabon,2019,108,4.829,2.78,206.0,7441.18,2.87,,100.17,70.26,,Upper middle income,Sub-Saharan Africa ,9.45162,0.38832
GAB,Gabon,2020,112,4.852,3.42,225.32,6605.8,3.4,,,,,Upper middle income,Sub-Saharan Africa ,9.45162,0.38832
GAB,Gabon,2021,106,4.958,2.69,228.85,8181.41,2.7,88.86,,,,Upper middle income,Sub-Saharan Africa ,9.45162,0.38832
GAB,Gabon,2022,94,5.035,2.86,247.1,8409.21,2.21,,,,,Upper middle income,Sub-Saharan Africa ,9.45162,0.38832
GAB,Gabon,2023,95,5.106,,,8071.4,2.32,,,,,Upper middle income,Sub-Saharan Africa ,9.45162,0.38832
GAB,Gabon,2024,97,5.12,,,8218.76,,,,,,Upper middle income,Sub-Saharan Africa ,9.45162,0.38832
GBR,United Kingdom,2011,18,6.936,9.8,4140.36,42109.64,5.57,,105.03,94.16,59.34,High income,Europe & Central Asia,-0.126236,51.5002
GBR,United Kingdom,2012,22,6.883,9.89,4217.25,42490.15,,,105.8,92.51,59.17,High income,Europe & Central Asia,-0.126236,51.5002
GBR,United Kingdom,2014,21,6.867,9.9,4716.3,47426.62,5.6,,100.0,128.71,56.57,High income,Europe & Central Asia,-0.126236,51.5002
GBR,United Kingdom,2015,23,6.725,9.84,4440.74,44983.89,5.55,,100.2,125.98,56.49,High income,Europe & Central Asia,-0.126236,51.5002
GBR,United Kingdom,2016,19,6.714,9.77,4016.64,40988.1,5.43,,100.38,,58.11,High income,Europe & Central Asia,-0.126236,51.5002
GBR,United Kingdom,2017,19,6.814,9.6,3907.82,40629.23,5.45,,100.78,125.51,59.63,High income,Europe & Central Asia,-0.126236,51.5002
GBR,United Kingdom,2018,15,7.054,9.74,4219.49,43315.49,5.2,,101.33,119.99,61.13,High income,Europe & Central Asia,-0.126236,51.5002
GBR,United Kingdom,2019,13,7.165,9.95,4258.63,42794.0,5.26,,101.91,117.09,65.48,High income,Europe & Central Asia,-0.126236,51.5002
GBR,United Kingdom,2020,17,7.064,11.97,4816.15,40404.81,5.44,,102.22,114.57,69.37,High income,Europe & Central Asia,-0.126236,51.5002
GBR,United Kingdom,2021,17,6.943,12.02,5612.05,46926.48,5.91,,102.19,113.68,76.72,High income,Europe & Central Asia,-0.126236,51.5002
GBR,United Kingdom,2022,19,6.796,11.05,5035.62,46062.99,,,102.54,113.26,79.73,High income,Europe & Central Asia,-0.126236,51.5002
GBR,United Kingdom,2023,20,6.749,10.87,5366.78,49200.81,,,102.56,112.4,80.5,High income,Europe & Central Asia,-0.126236,51.5002
GBR,United Kingdom,2024,23,6.728,,,52636.79,,,,,,High income,Europe & Central Asia,-0.126236,51.5002
GEO,Georgia,2011,146,3.892,7.82,312.97,4119.67,2.51,,107.76,,35.92,Upper middle income,Europe & Central Asia,44.793,41.71
GEO,Georgia,2012,134,4.187,7.85,345.6,4530.7,1.86,,109.65,,33.62,Upper middle income,Europe & Central Asia,44.793,41.71
GEO,Georgia,2014,130,4.297,7.75,367.32,4830.33,2.94,99.59,109.98,105.76,46.33,Upper middle income,Europe & Central Asia,44.793,41.71
GEO,Georgia,2015,125,4.252,7.29,292.76,4086.62,3.11,,107.8,106.76,51.91,Upper middle income,Europe & Central Asia,44.793,41.71
GEO,Georgia,2016,125,4.286,7.84,319.31,4143.4,3.52,,104.04,107.78,58.2,Upper middle income,Europe & Central Asia,44.793,41.71
GEO,Georgia,2017,128,4.34,6.96,302.26,4418.75,3.52,99.36,102.94,109.52,63.54,Upper middle income,Europe & Central Asia,44.793,41.71
GEO,Georgia,2018,119,4.519,6.99,329.89,4804.05,3.46,99.65,100.79,111.62,66.75,Upper middle income,Europe & Central Asia,44.793,41.71
GEO,Georgia,2019,117,4.673,6.59,306.46,4741.28,3.83,99.9,101.24,111.9,69.65,Upper middle income,Europe & Central Asia,44.793,41.71
GEO,Georgia,2020,108,4.891,8.34,351.94,4300.86,3.81,99.94,100.78,108.07,71.81,Upper middle income,Europe & Central Asia,44.793,41.71
GEO,Georgia,2021,105,4.973,8.32,413.72,5083.61,3.59,99.97,101.29,106.2,77.23,Upper middle income,Europe & Central Asia,44.793,41.71
GEO,Georgia,2022,90,5.109,7.26,477.71,6729.85,3.75,99.57,102.73,103.71,79.33,Upper middle income,Europe & Central Asia,44.793,41.71
GEO,Georgia,2023,91,5.185,,,8283.67,3.71,99.56,100.89,103.18,78.27,Upper middle income,Europe & Central Asia,44.793,41.71
GEO,Georgia,2024,91,5.4,,,9193.66,3.98,99.68,99.36,100.96,,Upper middle income,Europe & Central Asia,44.793,41.71
GHA,Ghana,2011,108,4.705,4.47,91.68,1507.44,8.14,,99.41,55.61,11.28,Lower middle income,Sub-Saharan Africa ,-0.20795,5.57045
GHA,Ghana,2012,86,5.091,3.92,81.95,1543.78,7.92,,102.07,56.73,11.49,Lower middle income,Sub-Saharan Africa ,-0.20795,5.57045
GHA,Ghana,2014,114,4.633,4.02,78.47,1949.91,4.4,,99.56,63.97,15.08,Lower middle income,Sub-Saharan Africa ,-0.20795,5.57045
GHA,Ghana,2015,123,4.276,4.54,78.22,1722.77,4.43,60.22,103.21,67.05,15.56,Lower middle income,Sub-Saharan Africa ,-0.20795,5.57045
GHA,Ghana,2016,131,4.12,3.39,64.86,1912.48,4.39,,101.75,67.26,15.61,Lower middle income,Sub-Saharan Africa ,-0.20795,5.57045
GHA,Ghana,2017,108,4.657,2.69,54.11,2012.29,3.53,64.49,100.48,66.64,16.21,Lower middle income,Sub-Saharan Africa ,-0.20795,5.57045
GHA,Ghana,2018,98,4.996,2.43,53.38,2195.32,3.89,,98.68,68.22,15.9,Lower middle income,Sub-Saharan Africa ,-0.20795,5.57045
GHA,Ghana,2019,91,5.148,3.25,71.15,2186.66,3.15,,99.88,71.19,17.36,Lower middle income,Sub-Saharan Africa ,-0.20795,5.57045
GHA,Ghana,2020,95,5.088,4.43,97.38,2195.45,3.41,,98.4,74.01,18.61,Lower middle income,Sub-Saharan Africa ,-0.20795,5.57045
GHA,Ghana,2021,111,4.872,3.86,94.4,2445.19,3.4,76.49,99.45,76.21,19.2,Lower middle income,Sub-Saharan Africa ,-0.20795,5.57045
GHA,Ghana,2022,107,4.605,3.7,82.32,2229.89,2.91,,98.23,77.82,20.45,Lower middle income,Sub-Saharan Africa ,-0.20795,5.57045
GHA,Ghana,2023,120,4.289,,,2383.9,,,,,22.1,Lower middle income,Sub-Saharan Africa ,-0.20795,5.57045
GHA,Ghana,2024,125,4.34,,,2405.79,,,,,,Lower middle income,Sub-Saharan Africa ,-0.20795,5.57045
GIN,Guinea,2011,136,4.171,3.79,24.13,636.69,2.29,,89.37,36.75,10.62,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667
GIN,Guinea,2012,150,3.847,3.5,23.7,699.35,1.83,,91.49,36.88,10.01,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667
GIN,Guinea,2014,150,3.656,4.79,36.64,765.15,2.42,32.0,95.15,38.55,10.85,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667
GIN,Guinea,2015,150,3.607,5.81,43.42,747.36,2.52,,,,,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667
GIN,Guinea,2016,149,3.507,5.4,38.46,712.0,2.54,,93.11,,,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667
GIN,Guinea,2017,140,3.964,3.92,32.64,833.6,2.32,,,,,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667
GIN,Guinea,2018,118,4.534,3.74,34.89,933.27,2.38,39.62,,,,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667
GIN,Guinea,2019,102,4.949,4.09,42.17,1031.34,1.86,,,,,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667
GIN,Guinea,2020,102,4.984,3.9,41.1,1053.66,2.45,,100.47,,,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667
GIN,Guinea,2021,109,4.891,3.72,44.1,1244.97,2.04,,,,,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667
GIN,Guinea,2022,91,5.072,3.96,55.04,1416.6,2.01,,,,,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667
GIN,Guinea,2023,97,5.023,,,1555.49,1.72,,,,,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667
GIN,Guinea,2024,102,4.929,,,1717.02,,,,,,Lower middle income,Sub-Saharan Africa ,-13.7,9.51667
GRC,Greece,2011,42,6.133,9.19,2338.92,25504.79,,,99.5,105.96,105.81,High income,Europe & Central Asia,23.7166,37.9792
GRC,Greece,2012,70,5.435,8.92,1948.25,21624.35,,,99.5,106.29,110.12,High income,Europe & Central Asia,23.7166,37.9792
GRC,Greece,2014,102,4.857,7.89,1700.49,21474.73,,,97.96,103.47,119.1,High income,Europe & Central Asia,23.7166,37.9792
GRC,Greece,2015,98,5.033,8.22,1481.42,17980.73,3.68,,99.83,103.38,,High income,Europe & Central Asia,23.7166,37.9792
GRC,Greece,2016,87,5.227,8.45,1513.26,17919.24,,,99.37,103.95,131.4,High income,Europe & Central Asia,23.7166,37.9792
GRC,Greece,2017,79,5.358,8.14,1509.78,18631.99,3.47,,98.83,104.23,135.33,High income,Europe & Central Asia,23.7166,37.9792
GRC,Greece,2018,82,5.287,8.12,1603.08,19873.4,3.58,,97.8,103.89,140.95,High income,Europe & Central Asia,23.7166,37.9792
GRC,Greece,2019,77,5.515,8.2,1569.03,19335.36,3.55,,97.64,106.53,143.96,High income,Europe & Central Asia,23.7166,37.9792
GRC,Greece,2020,68,5.723,9.52,1674.78,17886.73,,,97.28,103.62,143.69,High income,Europe & Central Asia,23.7166,37.9792
GRC,Greece,2021,58,5.948,9.18,1846.37,20654.7,,,97.33,104.78,150.61,High income,Europe & Central Asia,23.7166,37.9792
