Iso3,Country,Year,Happiness Rank,Happiness Score,GDP Contribution,Life Expectancy Contribution,Corruption Impact,series_name,value,Income Level,Region,longitude,latitude,iso2Code
ETH,Ethiopia,2020,133,4.275,0.37,0.331,0.114,"School enrollment, secondary (% gross)",,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2020,133,4.275,0.37,0.331,0.114,"School enrollment, tertiary (% gross)",,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2021,131,4.241,0.788,0.457,0.136,GDP per capita (current US$),910.95,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2021,131,4.241,0.788,0.457,0.136,Current health expenditure per capita (current US$),26.07,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2021,131,4.241,0.788,0.457,0.136,Current health expenditure (% of GDP),3.21,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2021,131,4.241,0.788,0.457,0.136,"Government expenditure on education, total (% of GDP)",4.07,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2021,131,4.241,0.788,0.457,0.136,"Literacy rate, adult total (% of people ages 15 and above)",54.89,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2021,131,4.241,0.788,0.457,0.136,"School enrollment, primary (% gross)",101.34,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2021,131,4.241,0.788,0.457,0.136,"School enrollment, secondary (% gross)",,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2021,131,4.241,0.788,0.457,0.136,"School enrollment, tertiary (% gross)",,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2022,124,4.091,0.793,0.25,0.101,GDP per capita (current US$),1011.07,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2022,124,4.091,0.793,0.25,0.101,Current health expenditure per capita (current US$),27.07,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2022,124,4.091,0.793,0.25,0.101,Current health expenditure (% of GDP),2.85,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2022,124,4.091,0.793,0.25,0.101,"Government expenditure on education, total (% of GDP)",3.74,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2022,124,4.091,0.793,0.25,0.101,"Literacy rate, adult total (% of people ages 15 and above)",60.46,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2022,124,4.091,0.793,0.25,0.101,"School enrollment, primary (% gross)",84.63,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2022,124,4.091,0.793,0.25,0.101,"School enrollment, secondary (% gross)",,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2022,124,4.091,0.793,0.25,0.101,"School enrollment, tertiary (% gross)",,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2023,130,3.861,0.792,0.42,0.101,GDP per capita (current US$),,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2023,130,3.861,0.792,0.42,0.101,Current health expenditure per capita (current US$),,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2023,130,3.861,0.792,0.42,0.101,Current health expenditure (% of GDP),,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2023,130,3.861,0.792,0.42,0.101,"Government expenditure on education, total (% of GDP)",2.93,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2023,130,3.861,0.792,0.42,0.101,"Literacy rate, adult total (% of people ages 15 and above)",,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2023,130,3.861,0.792,0.42,0.101,"School enrollment, primary (% gross)",83.73,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2023,130,3.861,0.792,0.42,0.101,"School enrollment, secondary (% gross)",,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2023,130,3.861,0.792,0.42,0.101,"School enrollment, tertiary (% gross)",,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2024,132,3.898,0.757,0.416,0.1,GDP per capita (current US$),,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2024,132,3.898,0.757,0.416,0.1,Current health expenditure per capita (current US$),,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2024,132,3.898,0.757,0.416,0.1,Current health expenditure (% of GDP),,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2024,132,3.898,0.757,0.416,0.1,"Government expenditure on education, total (% of GDP)",2.3,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2024,132,3.898,0.757,0.416,0.1,"Literacy rate, adult total (% of people ages 15 and above)",,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2024,132,3.898,0.757,0.416,0.1,"School enrollment, primary (% gross)",84.42,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2024,132,3.898,0.757,0.416,0.1,"School enrollment, secondary (% gross)",,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
ETH,Ethiopia,2024,132,3.898,0.757,0.416,0.1,"School enrollment, tertiary (% gross)",,Not classified,Sub-Saharan Africa ,38.7468,9.02274,ET
FIN,Finland,2011,2,7.579,,,,GDP per capita (current US$),51060.32,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2011,2,7.579,,,,Current health expenditure per capita (current US$),4717.51,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2011,2,7.579,,,,Current health expenditure (% of GDP),9.22,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2011,2,7.579,,,,"Government expenditure on education, total (% of GDP)",6.46,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2011,2,7.579,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2011,2,7.579,,,,"School enrollment, primary (% gross)",99.79,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2011,2,7.579,,,,"School enrollment, secondary (% gross)",109.25,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2011,2,7.579,,,,"School enrollment, tertiary (% gross)",93.29,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2012,7,7.389,,,,GDP per capita (current US$),47551.67,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2012,7,7.389,,,,Current health expenditure per capita (current US$),4573.2,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2012,7,7.389,,,,Current health expenditure (% of GDP),9.59,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2012,7,7.389,,,,"Government expenditure on education, total (% of GDP)",7.17,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2012,7,7.389,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2012,7,7.389,,,,"School enrollment, primary (% gross)",99.71,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2012,7,7.389,,,,"School enrollment, secondary (% gross)",109.96,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2012,7,7.389,,,,"School enrollment, tertiary (% gross)",91.55,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2014,6,7.406,,,,GDP per capita (current US$),50073.78,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2014,6,7.406,,,,Current health expenditure per capita (current US$),4922.43,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2014,6,7.406,,,,Current health expenditure (% of GDP),9.78,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2014,6,7.406,,,,"Government expenditure on education, total (% of GDP)",7.14,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2014,6,7.406,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2014,6,7.406,,,,"School enrollment, primary (% gross)",99.66,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2014,6,7.406,,,,"School enrollment, secondary (% gross)",147.41,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2014,6,7.406,,,,"School enrollment, tertiary (% gross)",89.99,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2015,5,7.413,,,,GDP per capita (current US$),42560.35,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2015,5,7.413,,,,Current health expenditure per capita (current US$),4128.21,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2015,5,7.413,,,,Current health expenditure (% of GDP),9.65,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2015,5,7.413,,,,"Government expenditure on education, total (% of GDP)",7.07,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2015,5,7.413,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2015,5,7.413,,,,"School enrollment, primary (% gross)",99.57,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2015,5,7.413,,,,"School enrollment, secondary (% gross)",150.82,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2015,5,7.413,,,,"School enrollment, tertiary (% gross)",89.66,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2016,5,7.469,,,,GDP per capita (current US$),43451.26,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2016,5,7.469,,,,Current health expenditure per capita (current US$),4108.74,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2016,5,7.469,,,,Current health expenditure (% of GDP),9.38,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2016,5,7.469,,,,"Government expenditure on education, total (% of GDP)",6.91,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2016,5,7.469,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2016,5,7.469,,,,"School enrollment, primary (% gross)",99.51,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2016,5,7.469,,,,"School enrollment, secondary (% gross)",152.47,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2016,5,7.469,,,,"School enrollment, tertiary (% gross)",89.33,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2017,1,7.632,,,,GDP per capita (current US$),46085.02,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2017,1,7.632,,,,Current health expenditure per capita (current US$),4235.75,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2017,1,7.632,,,,Current health expenditure (% of GDP),9.13,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2017,1,7.632,,,,"Government expenditure on education, total (% of GDP)",6.41,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2017,1,7.632,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2017,1,7.632,,,,"School enrollment, primary (% gross)",99.47,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2017,1,7.632,,,,"School enrollment, secondary (% gross)",153.58,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2017,1,7.632,,,,"School enrollment, tertiary (% gross)",90.7,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2018,1,7.769,,,,GDP per capita (current US$),49654.25,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2018,1,7.769,,,,Current health expenditure per capita (current US$),4521.28,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2018,1,7.769,,,,Current health expenditure (% of GDP),9.05,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2018,1,7.769,,,,"Government expenditure on education, total (% of GDP)",6.32,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2018,1,7.769,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2018,1,7.769,,,,"School enrollment, primary (% gross)",99.7,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2018,1,7.769,,,,"School enrollment, secondary (% gross)",153.65,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2018,1,7.769,,,,"School enrollment, tertiary (% gross)",92.39,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2019,1,7.809,1.285,0.961,0.478,GDP per capita (current US$),48358.18,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2019,1,7.809,1.285,0.961,0.478,Current health expenditure per capita (current US$),4459.93,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2019,1,7.809,1.285,0.961,0.478,Current health expenditure (% of GDP),9.17,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2019,1,7.809,1.285,0.961,0.478,"Government expenditure on education, total (% of GDP)",6.45,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2019,1,7.809,1.285,0.961,0.478,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2019,1,7.809,1.285,0.961,0.478,"School enrollment, primary (% gross)",99.56,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2019,1,7.809,1.285,0.961,0.478,"School enrollment, secondary (% gross)",144.61,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2019,1,7.809,1.285,0.961,0.478,"School enrollment, tertiary (% gross)",94.59,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2020,1,7.842,1.446,0.741,0.481,GDP per capita (current US$),48828.68,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2020,1,7.842,1.446,0.741,0.481,Current health expenditure per capita (current US$),4736.21,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2020,1,7.842,1.446,0.741,0.481,Current health expenditure (% of GDP),9.63,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2020,1,7.842,1.446,0.741,0.481,"Government expenditure on education, total (% of GDP)",6.68,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2020,1,7.842,1.446,0.741,0.481,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2020,1,7.842,1.446,0.741,0.481,"School enrollment, primary (% gross)",99.82,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2020,1,7.842,1.446,0.741,0.481,"School enrollment, secondary (% gross)",143.12,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2020,1,7.842,1.446,0.741,0.481,"School enrollment, tertiary (% gross)",96.47,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2021,1,7.821,1.892,0.775,0.534,GDP per capita (current US$),53099.14,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2021,1,7.821,1.892,0.775,0.534,Current health expenditure per capita (current US$),5261.91,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2021,1,7.821,1.892,0.775,0.534,Current health expenditure (% of GDP),9.83,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2021,1,7.821,1.892,0.775,0.534,"Government expenditure on education, total (% of GDP)",6.59,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2021,1,7.821,1.892,0.775,0.534,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2021,1,7.821,1.892,0.775,0.534,"School enrollment, primary (% gross)",99.35,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2021,1,7.821,1.892,0.775,0.534,"School enrollment, secondary (% gross)",143.36,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2021,1,7.821,1.892,0.775,0.534,"School enrollment, tertiary (% gross)",100.87,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2022,1,7.804,1.888,0.535,0.535,GDP per capita (current US$),50440.56,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2022,1,7.804,1.888,0.535,0.535,Current health expenditure per capita (current US$),4902.04,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2022,1,7.804,1.888,0.535,0.535,Current health expenditure (% of GDP),9.66,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2022,1,7.804,1.888,0.535,0.535,"Government expenditure on education, total (% of GDP)",6.38,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2022,1,7.804,1.888,0.535,0.535,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2022,1,7.804,1.888,0.535,0.535,"School enrollment, primary (% gross)",98.62,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2022,1,7.804,1.888,0.535,0.535,"School enrollment, secondary (% gross)",144.85,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2022,1,7.804,1.888,0.535,0.535,"School enrollment, tertiary (% gross)",104.94,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2023,1,7.741,1.844,0.695,0.546,GDP per capita (current US$),52821.51,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2023,1,7.741,1.844,0.695,0.546,Current health expenditure per capita (current US$),,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2023,1,7.741,1.844,0.695,0.546,Current health expenditure (% of GDP),,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2023,1,7.741,1.844,0.695,0.546,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2023,1,7.741,1.844,0.695,0.546,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2023,1,7.741,1.844,0.695,0.546,"School enrollment, primary (% gross)",99.12,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2023,1,7.741,1.844,0.695,0.546,"School enrollment, secondary (% gross)",142.86,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2023,1,7.741,1.844,0.695,0.546,"School enrollment, tertiary (% gross)",108.13,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2024,1,7.736,1.749,0.824,0.502,GDP per capita (current US$),53188.62,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2024,1,7.736,1.749,0.824,0.502,Current health expenditure per capita (current US$),,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2024,1,7.736,1.749,0.824,0.502,Current health expenditure (% of GDP),,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2024,1,7.736,1.749,0.824,0.502,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2024,1,7.736,1.749,0.824,0.502,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2024,1,7.736,1.749,0.824,0.502,"School enrollment, primary (% gross)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2024,1,7.736,1.749,0.824,0.502,"School enrollment, secondary (% gross)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FIN,Finland,2024,1,7.736,1.749,0.824,0.502,"School enrollment, tertiary (% gross)",,High income,Europe & Central Asia,24.9525,60.1608,FI
FRA,France,2011,23,6.746,,,,GDP per capita (current US$),43929.78,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2011,23,6.746,,,,Current health expenditure per capita (current US$),4931.88,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2011,23,6.746,,,,Current health expenditure (% of GDP),11.18,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2011,23,6.746,,,,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2011,23,6.746,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2011,23,6.746,,,,"School enrollment, primary (% gross)",102.69,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2011,23,6.746,,,,"School enrollment, secondary (% gross)",106.61,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2011,23,6.746,,,,"School enrollment, tertiary (% gross)",55.63,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2012,25,6.764,,,,GDP per capita (current US$),40863.58,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2012,25,6.764,,,,Current health expenditure per capita (current US$),4644.6,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2012,25,6.764,,,,Current health expenditure (% of GDP),11.3,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2012,25,6.764,,,,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2012,25,6.764,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2012,25,6.764,,,,"School enrollment, primary (% gross)",102.52,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2012,25,6.764,,,,"School enrollment, secondary (% gross)",105.81,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2012,25,6.764,,,,"School enrollment, tertiary (% gross)",57.91,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2014,29,6.575,,,,GDP per capita (current US$),43148.05,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2014,29,6.575,,,,Current health expenditure per capita (current US$),4974.75,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2014,29,6.575,,,,Current health expenditure (% of GDP),11.53,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2014,29,6.575,,,,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2014,29,6.575,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2014,29,6.575,,,,"School enrollment, primary (% gross)",101.28,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2014,29,6.575,,,,"School enrollment, secondary (% gross)",103.43,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2014,29,6.575,,,,"School enrollment, tertiary (% gross)",61.51,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2015,32,6.478,,,,GDP per capita (current US$),36702.43,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2015,32,6.478,,,,Current health expenditure per capita (current US$),4198.73,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2015,32,6.478,,,,Current health expenditure (% of GDP),11.44,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2015,32,6.478,,,,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2015,32,6.478,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2015,32,6.478,,,,"School enrollment, primary (% gross)",101.99,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2015,32,6.478,,,,"School enrollment, secondary (% gross)",103.4,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2015,32,6.478,,,,"School enrollment, tertiary (% gross)",62.79,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2016,31,6.442,,,,GDP per capita (current US$),37024.22,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2016,31,6.442,,,,Current health expenditure per capita (current US$),4264.15,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2016,31,6.442,,,,Current health expenditure (% of GDP),11.49,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2016,31,6.442,,,,"Government expenditure on education, total (% of GDP)",,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2016,31,6.442,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2016,31,6.442,,,,"School enrollment, primary (% gross)",102.26,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2016,31,6.442,,,,"School enrollment, secondary (% gross)",103.31,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2016,31,6.442,,,,"School enrollment, tertiary (% gross)",64.73,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2017,23,6.489,,,,GDP per capita (current US$),38687.16,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2017,23,6.489,,,,Current health expenditure per capita (current US$),4416.79,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2017,23,6.489,,,,Current health expenditure (% of GDP),11.37,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2017,23,6.489,,,,"Government expenditure on education, total (% of GDP)",5.46,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2017,23,6.489,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2017,23,6.489,,,,"School enrollment, primary (% gross)",102.42,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2017,23,6.489,,,,"School enrollment, secondary (% gross)",103.76,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2017,23,6.489,,,,"School enrollment, tertiary (% gross)",65.8,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2018,24,6.592,,,,GDP per capita (current US$),41418.18,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2018,24,6.592,,,,Current health expenditure per capita (current US$),4667.96,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2018,24,6.592,,,,Current health expenditure (% of GDP),11.21,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2018,24,6.592,,,,"Government expenditure on education, total (% of GDP)",5.43,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2018,24,6.592,,,,"Literacy rate, adult total (% of people ages 15 and above)",,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2018,24,6.592,,,,"School enrollment, primary (% gross)",102.46,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2018,24,6.592,,,,"School enrollment, secondary (% gross)",103.77,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2018,24,6.592,,,,"School enrollment, tertiary (% gross)",67.54,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2019,23,6.664,1.268,1.03,0.227,GDP per capita (current US$),40408.28,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2019,23,6.664,1.268,1.03,0.227,Current health expenditure per capita (current US$),4508.76,High income,Europe & Central Asia,2.35097,48.8566,FR
FRA,France,2019,23,6.664,1.268,1.03,0.227,Current health expenditure (% of GDP),11.1,High income,Europe & Central Asia,2.35097,48.8566,FR
